CustomerID,TransactionDate,Amount,Category
6.0,2024-08-14 17:10:27.523460,0.020889202212197,Clothing
4.0,2024-07-27 17:10:27.523460,0.007899014116808,Electronics
9.0,2023-09-13 17:10:27.523460,0.0153907845978296,Books
7.0,2024-08-13 17:10:27.523460,1.0,Clothing
5.0,2024-01-11 17:10:27.523460,0.0079479264397386,Books
6.0,2024-01-18 17:10:27.523460,0.0089665132330636,Groceries
6.0,2023-11-06 17:10:27.523460,0.02430540731794,Clothing
3.0,2024-01-21 17:10:27.523460,0.0069077038991854,Clothing
6.0,2023-11-24 17:10:27.523460,0.0184217401100711,Groceries
9.0,2024-02-14 17:10:27.523460,0.027611440022028,Clothing
9.0,2024-06-19 17:10:27.523460,0.0044053436819437,Books
7.0,2024-05-22 17:10:27.523460,0.0184698666403398,Electronics
5.0,2024-04-22 17:10:27.523460,0.015407018349118,Books
4.0,2023-10-15 17:10:27.523460,0.0381290515234443,Electronics
7.0,2023-10-02 17:10:27.523460,0.0082747793183775,Electronics
7.0,2024-01-17 17:10:27.523460,0.0134811799045369,Books
3.0,2024-03-23 17:10:27.523460,0.0217681211342676,Books
3.0,2024-07-28 17:10:27.523460,0.0176814862027922,Books
5.0,2024-05-29 17:10:27.523460,0.0213781608673279,Books
2.0,2023-10-07 17:10:27.523460,0.0136746263867627,Groceries
7.0,2023-10-22 17:10:27.523460,0.0196163117529731,Clothing
10.0,2023-11-05 17:10:27.523460,0.0239872149034432,Electronics
2.0,2024-06-23 17:10:27.523460,0.0434470610100633,Books
10.0,2023-12-12 17:10:27.523460,0.0233063184940288,Books
5.0,2024-02-23 17:10:27.523460,0.0197301500960684,Groceries
1.0,2024-08-29 17:10:27.523460,0.0067229707337264,Books
10.0,2024-04-05 17:10:27.523460,0.0189159887661681,Books
10.0,2023-10-09 17:10:27.523460,0.0267177244136285,Books
10.0,2024-04-18 17:10:27.523460,0.0171386179452884,Clothing
10.0,2023-12-14 17:10:27.523460,0.0116554323510041,Groceries
8.0,2024-01-13 17:10:27.523460,0.0244426061630727,Books
1.0,2024-05-18 17:10:27.523460,0.0009300105460672,Electronics
9.0,2023-09-09 17:10:27.523460,0.0036316995882466,Electronics
9.0,2024-04-09 17:10:27.523460,0.0292611146692676,Electronics
9.0,2024-05-16 17:10:27.523460,0.0053870524490265,Groceries
10.0,2024-08-28 17:10:27.523460,0.0187238304263958,Groceries
10.0,2024-06-13 17:10:27.523460,0.0236871386629849,Electronics
3.0,2024-03-29 17:10:27.523460,0.0157896918362281,Books
10.0,2023-09-19 17:10:27.523460,0.0005704370961897,Groceries
6.0,2024-08-15 17:10:27.523460,0.0186529769106989,Electronics
4.0,2023-10-16 17:10:27.523460,0.0187472463731693,Electronics
8.0,2024-03-01 17:10:27.523460,0.0208927642544263,Books
3.0,2023-11-06 17:10:27.523460,0.0316985987101341,Clothing
5.0,2024-08-21 17:10:27.523460,0.0023071947924129,Groceries
3.0,2024-04-22 17:10:27.523460,0.0220298742333861,Books
