CustomerID,TransactionDate,Amount,Category
6.0,2024-08-14 17:10:27.523460,123.66188122867725,Clothing
4.0,2024-07-27 17:10:27.523460,58.96588408241448,Electronics
9.0,2023-09-13 17:10:27.523460,96.27770421169164,Books
7.0,2024-08-13 17:10:27.523460,5000.0,Clothing
5.0,2024-01-11 17:10:27.523460,59.20948575172809,Books
6.0,2024-01-18 17:10:27.523460,64.2824290986816,Groceries
6.0,2023-11-06 17:10:27.523460,140.67586086848348,Clothing
3.0,2024-01-21 17:10:27.523460,54.02878828830984,Clothing
6.0,2023-11-24 17:10:27.523460,111.37299673020648,Groceries
9.0,2024-02-14 17:10:27.523460,157.14114072575103,Clothing
9.0,2024-06-19 17:10:27.523460,41.5660981190234,Books
7.0,2024-05-22 17:10:27.523460,111.61268485805016,Electronics
5.0,2024-04-22 17:10:27.523460,96.35855436715636,Books
4.0,2023-10-15 17:10:27.523460,209.52278129049893,Electronics
7.0,2023-10-02 17:10:27.523460,60.83733538318815,Electronics
7.0,2024-01-17 17:10:27.523460,86.76715833810219,Books
3.0,2024-03-23 17:10:27.523460,128.03922631841172,Books
3.0,2024-07-28 17:10:27.523460,107.6862552972764,Books
5.0,2024-05-29 17:10:27.523460,126.09707828084488,Books
2.0,2023-10-07 17:10:27.523460,87.73059419985647,Groceries
7.0,2023-10-22 17:10:27.523460,117.32241047484878,Clothing
10.0,2023-11-05 17:10:27.523460,139.09114358886552,Electronics
2.0,2024-06-23 17:10:27.523460,236.00845832948093,Books
10.0,2023-12-12 17:10:27.523460,135.7000247046046,Books
5.0,2024-02-23 17:10:27.523460,117.88936801741416,Groceries
1.0,2024-08-29 17:10:27.523460,53.10874800424386,Books
10.0,2024-04-05 17:10:27.523460,113.83453996650096,Books
10.0,2023-10-09 17:10:27.523460,152.69010260174514,Books
10.0,2024-04-18 17:10:27.523460,104.98256825438206,Clothing
10.0,2023-12-14 17:10:27.523460,77.67425239664894,Groceries
8.0,2024-01-13 17:10:27.523460,141.35916245180118,Books
1.0,2024-05-18 17:10:27.523460,24.257638765706773,Electronics
9.0,2023-09-09 17:10:27.523460,37.7130610644006,Electronics
9.0,2024-04-09 17:10:27.523460,165.3571377141214,Electronics
9.0,2024-05-16 17:10:27.523460,46.45537509694439,Groceries
10.0,2024-08-28 17:10:27.523460,112.87751953613822,Groceries
10.0,2024-06-13 17:10:27.523460,137.5966516343387,Electronics
3.0,2024-03-29 17:10:27.523460,98.26441151473784,Books
10.0,2023-09-19 17:10:27.523460,22.46682844669337,Groceries
6.0,2024-08-15 17:10:27.523460,112.52464251729384,Electronics
4.0,2023-10-16 17:10:27.523460,112.99413971242116,Electronics
8.0,2024-03-01 17:10:27.523460,123.67962153175908,Books
3.0,2023-11-06 17:10:27.523460,177.496720250877,Clothing
5.0,2024-08-21 17:10:27.523460,31.116531602145443,Groceries
3.0,2024-04-22 17:10:27.523460,129.34285469001352,Books
6.0,2024-05-02 17:10:27.523460,50.47318374346558,Electronics
5.0,2023-10-26 17:10:27.523460,55.80712818994335,Electronics
8.0,2023-12-09 17:10:27.523460,131.28336738825033,Books
6.0,2024-04-13 17:10:27.523460,123.69164604558938,Groceries
2.0,2024-04-22 17:10:27.523460,125.68929754561044,Clothing
4.0,2024-04-28 17:10:27.523460,102.9104359223,Clothing
8.0,2024-01-25 17:10:27.523460,141.1030079997245,Electronics
10.0,2024-02-22 17:10:27.523460,33.97716934578618,Groceries
2.0,2023-10-03 17:10:27.523460,157.9297789503702,Clothing
2.0,2023-10-10 17:10:27.523460,19.62583827193862,Groceries
8.0,2023-09-17 17:10:27.523460,114.65362366493406,Groceries
8.0,2024-02-11 17:10:27.523460,83.89692418971622,Electronics
5.0,2024-07-27 17:10:27.523460,57.14212217918588,Clothing
2.0,2024-03-09 17:10:27.523460,110.7046872065102,Books
4.0,2024-05-04 17:10:27.523460,154.15256215876386,Electronics
10.0,2023-11-29 17:10:27.523460,223.1621056242643,Clothing
10.0,2024-06-14 17:10:27.523460,98.67430622753916,Clothing
6.0,2023-11-09 17:10:27.523460,38.1524644560959,Clothing
10.0,2024-02-21 17:10:27.523460,103.01151049705132,Clothing
7.0,2023-10-19 17:10:27.523460,100.65009459389536,Clothing
3.0,2023-11-05 17:10:27.523460,51.26591648863393,Groceries
1.0,2024-01-16 17:10:27.523460,42.85148510846884,Electronics
4.0,2024-06-14 17:10:27.523460,125.751763360433,Groceries
2.0,2023-10-02 17:10:27.523460,139.3542301871226,Books
7.0,2023-12-21 17:10:27.523460,119.26586898644184,Clothing
4.0,2023-10-18 17:10:27.523460,172.67670385786585,Electronics
2.0,2024-08-09 17:10:27.523460,114.8492336616593,Clothing
2.0,2024-06-16 17:10:27.523460,132.82768043169148,Electronics
2.0,2024-07-31 17:10:27.523460,193.28872555723785,Groceries
2.0,2024-01-10 17:10:27.523460,88.82686073370746,Electronics
4.0,2024-08-17 17:10:27.523460,57.66031409657976,Books
4.0,2024-04-22 17:10:27.523460,74.82621729419004,Books
2.0,2024-03-12 17:10:27.523460,62.31319178212552,Electronics
2.0,2024-04-16 17:10:27.523460,142.81993971617362,Electronics
10.0,2024-06-13 17:10:27.523460,120.63904634682493,Electronics
2.0,2023-12-29 17:10:27.523460,40.43482513986757,Books
4.0,2024-04-24 17:10:27.523460,55.52427851872383,Clothing
7.0,2024-05-20 17:10:27.523460,38.45678417830224,Electronics
6.0,2024-08-28 17:10:27.523460,117.0575987408322,Electronics
10.0,2024-03-20 17:10:27.523460,170.13971554680495,Books
8.0,2024-01-19 17:10:27.523460,108.6590462925591,Books
7.0,2024-07-18 17:10:27.523460,124.12362076215926,Groceries
5.0,2024-02-16 17:10:27.523460,54.53062726026305,Electronics
2.0,2024-04-16 17:10:27.523460,29.90744686038596,Groceries
5.0,2024-07-07 17:10:27.523460,115.07736711668062,Books
7.0,2024-04-25 17:10:27.523460,96.1449145292948,Books
7.0,2024-02-23 17:10:27.523460,71.6851135198614,Clothing
8.0,2024-02-03 17:10:27.523460,65.99876392107547,Electronics
10.0,2024-07-15 17:10:27.523460,109.2316929266152,Groceries
10.0,2024-02-11 17:10:27.523460,148.16880646221608,Books
10.0,2023-12-09 17:10:27.523460,90.38195176094388,Books
8.0,2024-04-24 17:10:27.523460,194.8396491326974,Groceries
1.0,2024-03-02 17:10:27.523460,139.55159735215233,Clothing
