CustomerID,TransactionDate,Amount,Category
6.0,2024-08-14 17:10:27.523460,0.020889202212197006,Clothing
4.0,2024-07-27 17:10:27.523460,0.00789901411680802,Electronics
9.0,2023-09-13 17:10:27.523460,0.015390784597829655,Books
7.0,2024-08-13 17:10:27.523460,1.0,Clothing
5.0,2024-01-11 17:10:27.523460,0.00794792643973861,Books
6.0,2024-01-18 17:10:27.523460,0.008966513233063658,Groceries
6.0,2023-11-06 17:10:27.523460,0.02430540731794007,Clothing
3.0,2024-01-21 17:10:27.523460,0.006907703899185415,Clothing
6.0,2023-11-24 17:10:27.523460,0.018421740110071163,Groceries
9.0,2024-02-14 17:10:27.523460,0.027611440022028016,Clothing
9.0,2024-06-19 17:10:27.523460,0.0044053436819437835,Books
7.0,2024-05-22 17:10:27.523460,0.018469866640339824,Electronics
5.0,2024-04-22 17:10:27.523460,0.015407018349118066,Books
4.0,2023-10-15 17:10:27.523460,0.03812905152344437,Electronics
7.0,2023-10-02 17:10:27.523460,0.008274779318377598,Electronics
7.0,2024-01-17 17:10:27.523460,0.013481179904536986,Books
3.0,2024-03-23 17:10:27.523460,0.021768121134267644,Books
3.0,2024-07-28 17:10:27.523460,0.017681486202792262,Books
5.0,2024-05-29 17:10:27.523460,0.021378160867327987,Books
2.0,2023-10-07 17:10:27.523460,0.013674626386762728,Groceries
7.0,2023-10-22 17:10:27.523460,0.019616311752973188,Clothing
10.0,2023-11-05 17:10:27.523460,0.023987214903443223,Electronics
2.0,2024-06-23 17:10:27.523460,0.043447061010063376,Books
10.0,2023-12-12 17:10:27.523460,0.023306318494028817,Books
5.0,2024-02-23 17:10:27.523460,0.019730150096068412,Groceries
1.0,2024-08-29 17:10:27.523460,0.006722970733726467,Books
10.0,2024-04-05 17:10:27.523460,0.018915988766168193,Books
10.0,2023-10-09 17:10:27.523460,0.026717724413628526,Books
10.0,2024-04-18 17:10:27.523460,0.017138617945288443,Clothing
10.0,2023-12-14 17:10:27.523460,0.01165543235100413,Groceries
8.0,2024-01-13 17:10:27.523460,0.024442606163072745,Books
1.0,2024-05-18 17:10:27.523460,0.0009300105460672936,Electronics
9.0,2023-09-09 17:10:27.523460,0.003631699588246635,Electronics
9.0,2024-04-09 17:10:27.523460,0.029261114669267695,Electronics
9.0,2024-05-16 17:10:27.523460,0.005387052449026563,Groceries
10.0,2024-08-28 17:10:27.523460,0.018723830426395853,Groceries
10.0,2024-06-13 17:10:27.523460,0.023687138662984965,Electronics
3.0,2024-03-29 17:10:27.523460,0.015789691836228158,Books
10.0,2023-09-19 17:10:27.523460,0.0005704370961897772,Groceries
