CustomerID,TransactionDate,Amount,Category_Books,Category_Clothing,Category_Electronics,Category_Groceries
6.0,2024-08-14 17:10:27.523460,0.020889202212197,False,True,False,False
4.0,2024-07-27 17:10:27.523460,0.007899014116808,False,False,True,False
9.0,2023-09-13 17:10:27.523460,0.0153907845978296,True,False,False,False
7.0,2024-08-13 17:10:27.523460,1.0,False,True,False,False
5.0,2024-01-11 17:10:27.523460,0.0079479264397386,True,False,False,False
6.0,2024-01-18 17:10:27.523460,0.0089665132330636,False,False,False,True
6.0,2023-11-06 17:10:27.523460,0.02430540731794,False,True,False,False
3.0,2024-01-21 17:10:27.523460,0.0069077038991854,False,True,False,False
6.0,2023-11-24 17:10:27.523460,0.0184217401100711,False,False,False,True
9.0,2024-02-14 17:10:27.523460,0.027611440022028,False,True,False,False
9.0,2024-06-19 17:10:27.523460,0.0044053436819437,True,False,False,False
7.0,2024-05-22 17:10:27.523460,0.0184698666403398,False,False,True,False
5.0,2024-04-22 17:10:27.523460,0.015407018349118,True,False,False,False
4.0,2023-10-15 17:10:27.523460,0.0381290515234443,False,False,True,False
7.0,2023-10-02 17:10:27.523460,0.0082747793183775,False,False,True,False
7.0,2024-01-17 17:10:27.523460,0.0134811799045369,True,False,False,False
3.0,2024-03-23 17:10:27.523460,0.0217681211342676,True,False,False,False
3.0,2024-07-28 17:10:27.523460,0.0176814862027922,True,False,False,False
5.0,2024-05-29 17:10:27.523460,0.0213781608673279,True,False,False,False
2.0,2023-10-07 17:10:27.523460,0.0136746263867627,False,False,False,True
7.0,2023-10-22 17:10:27.523460,0.0196163117529731,False,True,False,False
10.0,2023-11-05 17:10:27.523460,0.0239872149034432,False,False,True,False
2.0,2024-06-23 17:10:27.523460,0.0434470610100633,True,False,False,False
10.0,2023-12-12 17:10:27.523460,0.0233063184940288,True,False,False,False
5.0,2024-02-23 17:10:27.523460,0.0197301500960684,False,False,False,True
1.0,2024-08-29 17:10:27.523460,0.0067229707337264,True,False,False,False
10.0,2024-04-05 17:10:27.523460,0.0189159887661681,True,False,False,False
10.0,2023-10-09 17:10:27.523460,0.0267177244136285,True,False,False,False
10.0,2024-04-18 17:10:27.523460,0.0171386179452884,False,True,False,False
10.0,2023-12-14 17:10:27.523460,0.0116554323510041,False,False,False,True
8.0,2024-01-13 17:10:27.523460,0.0244426061630727,True,False,False,False
1.0,2024-05-18 17:10:27.523460,0.0009300105460672,False,False,True,False
9.0,2023-09-09 17:10:27.523460,0.0036316995882466,False,False,True,False
9.0,2024-04-09 17:10:27.523460,0.0292611146692676,False,False,True,False
9.0,2024-05-16 17:10:27.523460,0.0053870524490265,False,False,False,True
10.0,2024-08-28 17:10:27.523460,0.0187238304263958,False,False,False,True
10.0,2024-06-13 17:10:27.523460,0.0236871386629849,False,False,True,False
3.0,2024-03-29 17:10:27.523460,0.0157896918362281,True,False,False,False
10.0,2023-09-19 17:10:27.523460,0.0005704370961897,False,False,False,True
6.0,2024-08-15 17:10:27.523460,0.0186529769106989,False,False,True,False
4.0,2023-10-16 17:10:27.523460,0.0187472463731693,False,False,True,False
8.0,2024-03-01 17:10:27.523460,0.0208927642544263,True,False,False,False
3.0,2023-11-06 17:10:27.523460,0.0316985987101341,False,True,False,False
5.0,2024-08-21 17:10:27.523460,0.0023071947924129,False,False,False,True
3.0,2024-04-22 17:10:27.523460,0.0220298742333861,True,False,False,False
6.0,2024-05-02 17:10:27.523460,0.0061937807220539,False,False,True,False
5.0,2023-10-26 17:10:27.523460,0.0072647734373135,False,False,True,False
8.0,2023-12-09 17:10:27.523460,0.0224195061436045,True,False,False,False
6.0,2024-04-13 17:10:27.523460,0.0208951786340371,False,False,False,True
2.0,2024-04-22 17:10:27.523460,0.0212962833372484,False,True,False,False
4.0,2024-04-28 17:10:27.523460,0.0167225583753056,False,True,False,False
8.0,2024-01-25 17:10:27.523460,0.0243911733904017,False,False,True,False
10.0,2024-02-22 17:10:27.523460,0.0028815768871606,False,False,False,True
2.0,2023-10-03 17:10:27.523460,0.0277697892140785,False,True,False,False
2.0,2023-10-10 17:10:27.523460,0.0,False,False,False,True
8.0,2023-09-17 17:10:27.523460,0.0190804510478833,False,False,False,True
8.0,2024-02-11 17:10:27.523460,0.0129048709656539,False,False,True,False
5.0,2024-07-27 17:10:27.523460,0.0075328243800522,False,True,False,False
2.0,2024-03-09 17:10:27.523460,0.0182875514925106,True,False,False,False
4.0,2024-05-04 17:10:27.523460,0.0270113689289858,False,False,True,False
10.0,2023-11-29 17:10:27.523460,0.0408676659108085,False,True,False,False
10.0,2024-06-14 17:10:27.523460,0.015871993827904,False,True,False,False
6.0,2023-11-09 17:10:27.523460,0.0037199265722897,False,True,False,False
10.0,2024-02-21 17:10:27.523460,0.0167428529498635,False,True,False,False
7.0,2023-10-19 17:10:27.523460,0.016268708673455,False,True,False,False
3.0,2023-11-05 17:10:27.523460,0.0063529520452168,False,False,False,True
1.0,2024-01-16 17:10:27.523460,0.004663434128104,False,False,True,False
4.0,2024-06-14 17:10:27.523460,0.021308825731212,False,False,False,True
2.0,2023-10-02 17:10:27.523460,0.0240400395687623,True,False,False,False
7.0,2023-12-21 17:10:27.523460,0.0200065351475381,False,True,False,False
4.0,2023-10-18 17:10:27.523460,0.0307307966461745,False,False,True,False
2.0,2024-08-09 17:10:27.523460,0.0191197272127603,False,True,False,False
2.0,2024-06-16 17:10:27.523460,0.0227295858671941,False,False,True,False
2.0,2024-07-31 17:10:27.523460,0.0348694458781471,False,False,False,True
2.0,2024-01-10 17:10:27.523460,0.0138947436908551,False,False,True,False
4.0,2024-08-17 17:10:27.523460,0.0076368711646042,True,False,False,False
4.0,2024-04-22 17:10:27.523460,0.0110835807169753,True,False,False,False
2.0,2024-03-12 17:10:27.523460,0.0085711137605323,False,False,True,False
2.0,2024-04-16 17:10:27.523460,0.0247359128940404,False,False,True,False
10.0,2024-06-13 17:10:27.523460,0.020282252857853,False,False,True,False
2.0,2023-12-29 17:10:27.523460,0.0041781974992635,True,False,False,False
4.0,2024-04-24 17:10:27.523460,0.0072079805815893,False,True,False,False
7.0,2024-05-20 17:10:27.523460,0.0037810303593394,False,False,True,False
6.0,2024-08-28 17:10:27.523460,0.019563140700876,False,False,True,False
10.0,2024-03-20 17:10:27.523460,0.0302213995148191,True,False,False,False
8.0,2024-01-19 17:10:27.523460,0.0178768110847575,True,False,False,False
7.0,2024-07-18 17:10:27.523460,0.0209819140283152,False,False,False,True
5.0,2024-02-16 17:10:27.523460,0.0070084672064504,False,False,True,False
2.0,2024-04-16 17:10:27.523460,0.0020644249316561,False,False,False,True
5.0,2024-07-07 17:10:27.523460,0.0191655337019142,True,False,False,False
7.0,2024-04-25 17:10:27.523460,0.015364122006208,True,False,False,False
7.0,2024-02-23 17:10:27.523460,0.0104528843732213,False,True,False,False
8.0,2024-02-03 17:10:27.523460,0.0093111328874629,False,False,True,False
10.0,2024-07-15 17:10:27.523460,0.0179917917298779,False,False,False,True
10.0,2024-02-11 17:10:27.523460,0.025809901829881,True,False,False,False
10.0,2023-12-09 17:10:27.523460,0.0142069875056244,True,False,False,False
8.0,2024-04-24 17:10:27.523460,0.0351808529180795,False,False,False,True
1.0,2024-03-02 17:10:27.523460,0.0240796685521721,False,True,False,False
