StationID,Date,Temperature,Humidity,WindSpeed
StationC,2023-01-01,22.910613973565198,64.49774038488734,10.94783414117548
StationA,2023-01-02,24.438742297966787,77.78924343885961,13.088293403772369
StationC,2023-01-03,24.47166165054381,53.33056625043487,13.030413145593547
StationC,2023-01-04,23.77498898622368,10.0,12.662759312256373
StationA,2023-01-05,18.964170549477128,66.5679733116398,12.383688703789323
StationA,2023-01-06,16.8826130250752,45.64099180625968,12.986928266547913
StationC,2023-01-07,12.459233552262585,48.16734378545581,16.00784622856248
StationB,2023-01-08,25.4982348789241,64.94995654191695,16.483227861749487
StationC,2023-01-09,19.111339393646723,58.34690385446437,14.995092100067707
StationC,2023-01-10,17.948083456568497,53.1282482466749,13.721902984306741
StationC,2023-01-11,,60.68351251103829,18.82638974596086
StationC,2023-01-12,15.508960302721608,55.90591169428443,14.725301818050488
StationA,2023-01-13,24.173977096152143,78.89547656126584,17.811217560945536
StationC,2023-01-14,21.482806921644855,53.24195265778603,13.292021608353668
StationB,2023-01-15,14.81085061742259,,16.241138399856222
StationA,2023-01-16,19.620981274859073,55.44966826012434,
StationB,2023-01-17,24.864817668778937,55.872383868098936,7.173635970946873
StationB,2023-01-18,23.97797731947971,65.95643651804322,13.034744148527766
StationB,2023-01-19,27.47717126441737,40.08462213468586,16.781226527523636
StationB,2023-01-20,21.6909062599666,64.26025866834001,18.638445221048055
StationA,2023-01-21,36.86148126813336,54.587145583600325,15.609340643839518
StationA,2023-01-22,15.39804597466312,67.76823004425603,15.148718187898213
StationB,2023-01-23,18.006808049923993,59.52356288842956,19.831735389669902
StationB,2023-01-24,19.69567956262627,65.1869445771778,18.821980171766455
StationA,2023-01-25,12.906247707042986,56.08598187918168,
StationA,2023-01-26,,64.38022597421676,15.34923294036227
StationA,2023-01-27,24.517662453129212,76.63769789448251,16.080507006406545
StationC,2023-01-28,20.09500165531075,52.607635685448926,20.15579812204106
StationC,2023-01-29,17.327917731632475,58.92805524838874,17.598211548128393
StationC,2023-01-30,12.52473064592832,55.13782714246876,14.68927170029513
StationB,2023-01-31,16.0537083565104,75.92981794259464,15.660222986410863
StationC,2023-02-01,23.718556418856135,55.66058400989948,9.348349532298318
StationB,2023-02-02,18.939192891441866,52.67307798696156,17.905885453882036
StationB,2023-02-03,17.865656029801386,54.217230860358626,16.937198366169742
StationC,2023-02-04,22.507241657624025,58.64282617681768,18.636469299675305
StationB,2023-02-05,25.79093326466014,52.06494982327389,14.56785210517644
StationC,2023-02-06,21.285584350281397,56.31550010913303,15.384123205675381
StationC,2023-02-07,21.572564479315858,61.57201855097078,13.555984952160824
StationA,2023-02-08,,58.84526590076267,11.555835281532776
StationC,2023-02-09,20.877766469774162,68.31708576975848,13.193231391353471
StationA,2023-02-10,18.45355726777711,56.80644922185222,9.542098651410212
StationC,2023-02-11,23.365627513869875,57.953834945224116,17.743816546782252
StationC,2023-02-12,18.716849086537227,62.71061748742263,8.47535249204071
StationA,2023-02-13,18.160871379336193,82.44806606010563,21.096427577877655
StationA,2023-02-14,26.36866810069778,,9.707619302099754
StationC,2023-02-15,18.5402366458719,79.23624412145278,19.49966602702559
StationB,2023-02-16,,48.164268320554626,12.275837869288686
StationA,2023-02-17,21.72758971944383,62.289704322304374,16.68309920241318
StationB,2023-02-18,18.022417742098533,56.60613706821803,12.742659899019394
StationB,2023-02-19,18.55431571765029,51.84729063478076,5.0
StationB,2023-02-20,22.264681632667546,66.9909238185999,15.131108004252821
StationA,2023-02-21,19.169695458244675,65.99896633711006,18.221046036296258
StationB,2023-02-22,21.074694150473775,55.18751866176494,15.228144119689155
StationA,2023-02-23,9.888425334021324,39.062059959649375,16.058879926616704
