accuracy,loss,val_accuracy,val_loss
0.49761903285980225,0.6934472918510437,0.5057644248008728,0.6931067705154419
0.49887219071388245,0.6932356357574463,0.5092731714248657,0.6930060982704163
0.4991227984428406,0.6931815147399902,0.4967418611049652,0.6932716965675354
0.5136591196060181,0.6930850148200989,0.5097744464874268,0.6925612092018127
0.5056390762329102,0.693116307258606,0.5022556185722351,0.6929172873497009
0.5224310755729675,0.6925422549247742,0.523809552192688,0.6919399499893188
0.5139097571372986,0.692531943321228,0.518796980381012,0.6921988725662231
0.5199248194694519,0.6922736763954163,0.523809552192688,0.6922174096107483
0.5181704163551331,0.6917572021484375,0.5127819776535034,0.6929516792297363
0.5175438523292542,0.6918299198150635,0.5213032364845276,0.6920106410980225
0.5229323506355286,0.6914579272270203,0.5142857432365417,0.6923069357872009
0.5234335660934448,0.6911784410476685,0.510776937007904,0.6925677061080933
0.5279448628425598,0.6908403635025024,0.5283207893371582,0.6919321417808533
0.5264410972595215,0.6910008788108826,0.5182957649230957,0.691577672958374
0.5280701518058777,0.6904382109642029,0.5263158082962036,0.6919357776641846
0.5348370671272278,0.6896006464958191,0.5243107676506042,0.6917082071304321
0.5347117781639099,0.6891321539878845,0.5157894492149353,0.6917814016342163
0.5354636311531067,0.6884738206863403,0.519298255443573,0.6931573748588562
0.5365914702415466,0.6886606812477112,0.523308277130127,0.6894950866699219
0.54147869348526,0.6856964826583862,0.5293232798576355,0.6865595579147339
0.5451127886772156,0.6848942637443542,0.5368421077728271,0.6863425970077515
0.548872172832489,0.6826586127281189,0.54937344789505,0.6859787702560425
0.5512531399726868,0.6824145913124084,0.5418546199798584,0.6843489408493042
0.553383469581604,0.6812971830368042,0.5368421077728271,0.6850617527961731
0.556265652179718,0.6794601082801819,0.5473684072494507,0.6850711107254028
0.5555137991905212,0.6796174645423889,0.548370897769928,0.6880762577056885
0.5588972568511963,0.6781811714172363,0.5418546199798584,0.6859675049781799
0.5621553659439087,0.6779941320419312,0.5563910007476807,0.6840037703514099
0.5593984723091125,0.6764010787010193,0.5644110441207886,0.6871108412742615
0.5616541504859924,0.6764090657234192,0.5548872351646423,0.6852304339408875
0.5625313520431519,0.675541877746582,0.5323308110237122,0.6857908964157104
0.5595238208770752,0.6749173998832703,0.5513784289360046,0.6832992434501648
0.5671679377555847,0.6742639541625977,0.5583959817886353,0.6837084293365479
0.5696741938591003,0.6750333309173584,0.5583959817886353,0.6839966773986816
0.568671703338623,0.6737144589424133,0.5624060034751892,0.6830783486366272
0.5730576515197754,0.6732519268989563,0.5614035129547119,0.6817049980163574
0.5741854906082153,0.6720611453056335,0.54937344789505,0.683107316493988
0.5736842155456543,0.6723502278327942,0.5624060034751892,0.6821829676628113
0.5723057389259338,0.6718193292617798,0.5468671917915344,0.6840075254440308
0.5734335780143738,0.6710309982299805,0.5689222812652588,0.6802847981452942
0.5808270573616028,0.6692294478416443,0.5654135346412659,0.6821666359901428
0.575563907623291,0.6699126362800598,0.5704260468482971,0.6796912550926208
0.576691746711731,0.6680694818496704,0.5669173002243042,0.6806973218917847
0.5833333134651184,0.6664462089538574,0.5729323029518127,0.6793462038040161
0.5839598774909973,0.6653780341148376,0.5674185752868652,0.6777744889259338
0.5875939726829529,0.6623702049255371,0.5739348530769348,0.6774550676345825
0.5873433351516724,0.6609356999397278,0.5754386186599731,0.6776231527328491
0.6001253128051758,0.6586380004882812,0.578446090221405,0.6774831414222717
0.6060150265693665,0.6555747389793396,0.5749373435974121,0.6777533292770386
0.6071428656578064,0.6528600454330444,0.5799498558044434,0.679239809513092
0.6001253128051758,0.6535562872886658,0.5744360685348511,0.6765523552894592
0.6112781763076782,0.6482794284820557,0.5894736647605896,0.6717703342437744
0.6182957291603088,0.6455322504043579,0.5924811959266663,0.6685135960578918
0.6175438761711121,0.6433161497116089,0.5964912176132202,0.6658861637115479
0.62443608045578,0.6393632292747498,0.5929824709892273,0.6756938695907593
0.6313283443450928,0.6375122666358948,0.6070175170898438,0.6628779768943787
0.6314536333084106,0.6301385760307312,0.5974937081336975,0.6645994782447815
0.6390977501869202,0.6282050609588623,0.5984962582588196,0.6686926484107971
0.6513784527778625,0.621644914150238,0.6120300889015198,0.6559001207351685
0.6541353464126587,0.6167402863502502,0.6090225577354431,0.6550756096839905
