Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
-0.7859347370768351,-0.2850617577129081,-0.38727277905712476,-0.49381713700997326,1.1806543867785333,0.08504925188071055,0.5653105475373214,0.0,0.5328189996533329,0.2546249253678617,0.816496580927726,-0.13118671961434714,0.3796721288811475,-0.9614863916702531,-0.998992108160748,-0.1328136581913899,-0.1332820844671032,-0.8450992776383531,-1.0715160123133662,-0.6780493930322936,0.0,0.2993842323873135,-0.30619269567947394,-0.42623001504290287,0.26623257679518353,0.0,1.2231065256506524,-1.2467569642167649,1.0590804013176096,-0.48620144977811175,-0.885960871131064,-0.7308595508607371,-0.3177126723281044,-0.8295198421879724,1
-0.6486681098094882,0.590048337687597,1.1689321174206058,-0.49381713700997326,-0.02375548817107146,-1.8684257522543597,-0.9374136927517607,0.0,-0.7375388868631166,0.2546249253678617,0.816496580927726,-1.6184592256604493,0.3796721288811475,0.8459113011114247,-0.18630898752084787,-0.6608531809232983,-1.5033846310869767,0.8807386103081919,0.011369283655769518,-0.6780493930322936,0.0,-0.6282411217206918,2.675949358414093,2.346151056253851,1.1914379855160337,0.0,0.24198831185855807,0.2211851850634235,2.4833959938131165,1.754054456494842,0.9783483566461847,1.0410954610370433,-0.6791456840737199,1.086895217551534,0
-0.5391662584750891,0.590048337687597,0.05333611370161285,-0.49381713700997326,-0.5173324155417446,-0.8916882501868245,-0.9374136927517607,0.0,0.8808864910520947,1.1697805251007627,-1.224744871391589,0.05456232756621595,-1.0261667362455194,-0.05778754527941421,0.6263741331190523,-0.6608531809232983,-0.1332820844671032,-0.13278455846000936,0.18423463438481652,0.12286069757234411,0.0,-0.6282411217206918,-0.8772324258614291,-0.42623001504290287,-1.584178240646517,0.0,0.24198831185855807,0.09261965637887129,-0.6201892226844657,0.33809616377248186,-0.0013328996684553085,-0.8915894197262932,-0.058284890797371494,0.24583399463483546,0
-0.3201625558062908,0.590048337687597,-1.2357970461514456,1.401512344464336,-0.8875151110697495,0.08504925188071055,1.3166726676818623,0.0,-0.3969052087598124,1.1697805251007627,0.816496580927726,-0.2898832863333916,0.3796721288811475,-0.05778754527941421,1.0327156934390023,1.1532535902386967,1.2368204621527703,-0.04864301237359265,0.6145709790452571,-0.6780493930322936,0.0,-0.6282411217206918,1.855984331273588,2.346151056253851,0.26623257679518353,0.0,-0.9320143892374165,-0.678773515728442,1.707499689688721,0.33809616377248186,-0.16461310905422863,0.21280194070989908,-0.3687152874355457,-0.0345197463373974,0
-0.7581699611438873,0.590048337687597,-0.7474139067455754,1.401512344464336,2.197340684996958,2.038524256015781,-0.1860515726072197,0.0,-0.4617086889843434,0.2546249253678617,0.816496580927726,1.6291708482501361,0.3796721288811475,-0.05778754527941421,1.0327156934390023,1.1532535902386967,-1.5033846310869767,-0.2547473045549669,1.5405952033978512,1.7246808787816195,0.0,-0.6282411217206918,2.1293060069870897,2.346151056253851,1.1914379855160337,0.0,0.24198831185855807,-0.16451140099023315,-0.6201892226844657,-1.0778621289498782,0.16194730971731802,0.7649976209279952,1.4938670923934996,0.8065414765793012,0
-0.958306054703562,-0.9131943943761252,-0.33237475146707607,1.401512344464336,-0.8606750054221165,-0.1274058795627402,-0.610548516265682,0.0,0.6769901393450255,0.05556478605622517,-1.224744871391589,0.9722490198335155,-0.7203755894465445,-0.9614863916702531,1.4390572537589523,1.1532535902386967,1.2368204621527703,-0.8461812771831108,-0.1418043758174784,1.2020508224555062,0.0,-0.14536055675632809,-0.4494922442566921,-0.42623001504290287,0.26623257679518353,0.0,-0.9320143892374165,-1.1483649237929914,-0.013062061682249881,1.754054456494842,-1.0165300630448577,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,1
1.103361511540898,-2.416437126439847,-0.338362038715278,-0.49381713700997326,2.4441291486822943,1.0617867539482457,-0.9374136927517607,0.0,-1.0781725649664209,-1.5756862740979403,0.816496580927726,1.0878991692650386,0.3796721288811475,0.8459113011114247,-0.592650547840798,-0.6608531809232983,-0.1332820844671032,1.1359254710399758,-0.5685026164320743,-0.6780493930322936,0.0,1.5917455343596372,-0.8772324258614291,-0.42623001504290287,1.1914379855160337,0.0,0.24198831185855807,-0.16451140099023315,-0.6201892226844657,-1.0778621289498782,0.48850772848886465,0.7649976209279952,2.114727885669848,1.3672489585237668,1
2.4173837275536876,0.590048337687597,0.03846150031869295,-2.3891466184842827,-0.3939381836990763,-0.8916882501868245,0.5653105475373214,0.0,-1.1695620883599902,-0.6605306743650393,0.816496580927726,-0.6835354165043717,0.3796721288811475,-0.9614863916702531,-1.405333668480698,0.24620020465769926,-0.1332820844671032,-0.9000449698692283,1.5942818407787422,2.1251359240839385,0.0,-0.6282411217206918,0.4893759527060795,-0.42623001504290287,1.1914379855160337,0.0,-0.9320143892374165,-0.5502079870438897,-0.6201892226844657,-1.0778621289498782,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,0
-0.5391662584750891,0.590048337687597,-1.409334202285511,1.401512344464336,-1.0109093429124179,1.0617867539482457,0.5653105475373214,0.0,1.6419119767658183,-0.6605306743650393,0.816496580927726,0.10376884383758846,-1.0261667362455194,-0.9614863916702531,1.4390572537589523,-0.6608531809232983,-0.1332820844671032,-0.8996200125657616,0.5215328797097863,-1.0785044383346125,0.0,-0.6282411217206918,-0.3305890744344257,-0.42623001504290287,-0.6589728319256667,0.0,0.24198831185855807,-1.0644701017820986,-0.6201892226844657,0.33809616377248186,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,0
-0.7581699611438873,-2.416437126439847,-0.40033959447744427,1.401512344464336,1.950552221311621,-0.8916882501868245,2.0680347878264036,0.0,-0.9136714228579959,1.1697805251007627,-1.224744871391589,0.9402796204509211,0.3796721288811475,-0.05778754527941421,1.0327156934390023,0.24620020465769926,-0.1332820844671032,-0.3754351787395242,-1.1586340048152193,1.7246808787816195,0.0,1.5917455343596372,-0.8772324258614291,-0.42623001504290287,-0.6589728319256667,0.0,0.24198831185855807,-0.9359045730975464,-0.6201892226844657,1.754054456494842,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,0
