Date,Temperature,Humidity,WindSpeed,StationID_StationA,StationID_StationB,StationID_StationC
2023-01-01,0.6454535348221405,0.6184565303273006,0.1977597600703573,False,False,True
2023-01-02,0.7404104498476899,0.954887802217934,0.3668211525825292,True,False,False
2023-01-03,0.7424560373258072,0.3357957520675221,0.3622495556277693,False,False,True
2023-01-04,0.6991652443144446,0.0,0.3332108955081598,False,False,True
2023-01-05,0.4002240688864062,0.6708577594305094,0.3111688662571956,True,False,False
2023-01-06,0.2708774179480241,0.1411591259428025,0.3588149589815527,True,False,False
2023-01-07,0.0,0.2051055288554785,0.5974182373749894,False,False,True
2023-01-08,0.8062466400246904,0.6299029150033737,0.6349656377323312,False,True,False
2023-01-09,0.4093690465738613,0.4627680616327739,0.5174271689964913,False,False,True
2023-01-10,0.337085067927396,0.3306747282784933,0.4168659816834732,False,False,True
2023-01-11,0.496516500564306,0.5219117280074276,0.820037233323274,False,False,True
2023-01-12,0.1855195178631447,0.4009822655651897,0.4961181342668391,False,False,True
2023-01-13,0.7239581098386917,0.9828885042354116,0.7398551778936878,True,False,False
2023-01-14,0.5567305193939867,0.3335527865006791,0.3829123599987974,False,False,True
2023-01-15,0.1421394292888352,0.522048901666408,0.6158445162723776,False,True,False
2023-01-16,0.441037866551198,0.3894339434361619,0.5116074832697546,True,False,False
2023-01-17,0.766886500408779,0.4001336174355155,0.0,False,True,False
2023-01-18,0.71177880929088,0.6553786897991685,0.3625916342647367,False,True,False
2023-01-19,0.9292164791393726,0.0005176568695622,0.6585026749854596,False,True,False
2023-01-20,0.5696616789506486,0.6124454512473535,0.8051926793287033,False,True,False
2023-01-21,1.0,0.3676019805709263,0.5659427917758038,True,False,False
2023-01-22,0.1786273725790173,0.7012383640551078,0.5295611258480277,True,False,False
2023-01-23,0.3407341765343918,0.4925513670852152,0.899443152161126,False,True,False
2023-01-24,0.4456795702947895,0.6359014981434379,0.8196889488374539,False,True,False
2023-01-25,0.0237886246931852,0.4055401580088482,0.5116074832697546,True,False,False
2023-01-26,0.496516500564306,0.615482034328854,0.5453985229259236,True,False,False
2023-01-27,0.7453144977263233,0.9257401632668226,0.60315725446258,True,False,False
2023-01-28,0.4704931892935169,0.3174971105610487,0.925038825834213,False,False,True
2023-01-29,0.2985483671123195,0.477478023465161,0.7230311748539656,False,False,True
2023-01-30,8.139894874433416e-05,0.3815406973965946,0.4932723422508265,False,False,True
2023-01-31,0.2193698129122938,0.907822479195092,0.5699616674627703,False,True,False
2023-02-01,0.6956585607338674,0.3947725912678239,0.0714265473791303,False,False,True
2023-02-02,0.3986719732189689,0.3191535700783766,0.747332398360206,False,True,False
2023-02-03,0.3319630804383124,0.3582387896416596,0.6708219079159676,False,True,False
2023-02-04,0.6203882375451696,0.4702583750221538,0.8050366137475414,False,False,True
2023-02-05,0.8244347301861213,0.3037607788529468,0.4836821733614989,False,True,False
2023-02-06,0.5444752351675044,0.411349667265331,0.5481542851784587,False,False,True
2023-02-07,0.5623079965211144,0.5444013754072123,0.4037611615882586,False,False,True
2023-02-08,0.496516500564306,0.475382479762712,0.2457819398118604,True,False,False
2023-02-09,0.5191336933566159,0.7151308658335324,0.3751095431246422,False,False,True
2023-02-10,0.3684948867051306,0.4237764510350064,0.0867295697012291,True,False,False
2023-02-11,0.6737277846951707,0.4528187976150495,0.7345315964033526,False,False,True
2023-02-12,0.3848556716350986,0.5732213129875101,0.0024740109473489,False,False,True
2023-02-13,0.350307573117612,1.0,0.9993332206963544,True,False,False
2023-02-14,0.8603348027499937,0.522048901666408,0.0998030031386609,True,False,False
2023-02-15,0.3738810877255439,0.9915139293078982,0.8732150852035863,False,False,True
2023-02-16,0.496516500564306,0.205027683440693,0.3026504082874998,False,True,False
2023-02-17,0.5719411656199286,0.5625672619805453,0.6507522157655345,True,False,False
2023-02-18,0.3417041528051825,0.4187061988333819,0.3395217394923185,False,True,False
2023-02-19,0.3747559522255673,0.2982514427510722,0.0,False,True,False
2023-02-20,0.6053157129995576,0.6815633791354868,0.5281702083839537,False,True,False
2023-02-21,0.412995255039975,0.6564551941692035,0.772224947290687,True,False,False
2023-02-22,0.5313706532661799,0.3827984769698382,0.5358344798262121,False,True,False
2023-02-23,0.0,0.0,0.6014490676780269,True,False,False
2023-02-24,0.1715851179318015,0.3982894405535327,0.6638019626987205,False,True,False
2023-02-25,0.9007953299060272,0.5398458304641888,1.0,False,False,True
2023-02-26,0.4588261717634623,0.5050698834603226,0.2144484214833849,False,False,True
2023-02-27,0.496516500564306,0.6959513148296714,0.2093984728331875,True,False,False
2023-02-28,0.1313576421285955,0.9940244041898088,0.5298620157946203,False,False,True
2023-03-01,0.156196501046261,0.6093698123817904,0.4020310071828851,False,False,True
2023-03-02,0.4963889444026436,0.6483229661326565,0.0093516926431658,False,True,False
2023-03-03,0.3301795296694773,1.0,0.6393568068852602,True,False,False
2023-03-04,0.2597840175812826,0.8013749020576523,0.5116074832697546,False,True,False
2023-03-05,0.4658131551728105,0.6391174966803286,0.2428745215864195,False,True,False
2023-03-06,0.6130265155374048,0.522048901666408,0.5079514784652689,False,True,False
2023-03-07,0.3841104771606257,0.9624895513434524,0.3045314174659402,False,True,False
2023-03-08,0.2860295375385198,0.562064537360547,0.5468426257239904,False,True,False
2023-03-09,0.3336317004825545,0.4360255220786583,0.9854285428649384,False,True,False
2023-03-10,0.5701711322763985,0.6175744940008865,0.4279966867322302,False,True,False
2023-03-11,0.4622968583529545,0.7922137007198707,0.2667463684841371,True,False,False
2023-03-12,0.7029865170973721,0.6315307400111597,0.5608230911637814,False,False,True
2023-03-13,0.1073529767602312,0.7730770675400505,0.3341227865535294,False,True,False
2023-03-14,0.2236954029189424,0.3352815558185782,0.5116074832697546,False,True,False
2023-03-15,0.7048022345151375,0.2848834723422037,0.59260510507907,False,True,False
2023-03-16,0.2154645049756444,0.3666522395465168,0.509474859795155,False,True,False
2023-03-17,0.8945990975631882,0.1838141206948005,0.5312165184330069,False,True,False
2023-03-18,0.9011826343476372,0.532529585993209,0.5633308401513926,False,True,False
2023-03-19,0.897180998680062,0.3957638535570543,0.8962524300845818,False,False,True
2023-03-20,0.1909775660596479,0.8159989132335403,0.4578853056838829,False,False,True
2023-03-21,0.4884808614959351,0.1777792766532934,0.5480105359759925,False,True,False
2023-03-22,0.3112819557585062,0.8981890485011359,0.7232156524932235,False,False,True
2023-03-23,0.7514135124168607,0.522048901666408,0.6294275086049951,True,False,False
2023-03-24,0.9948265394041996,0.1911928644558238,0.432936748879524,False,True,False
2023-03-25,0.7360112802475608,0.2958771011092006,0.5116074832697546,True,False,False
2023-03-26,0.4674309662270022,0.9985140657132804,0.3113719059322629,True,False,False
2023-03-27,0.3510179587553621,0.4944645747800243,0.4640862867898651,False,True,False
2023-03-28,0.6662590158178615,0.6386202474244398,0.3351050088518092,False,False,True
2023-03-29,0.0846469568530076,0.4580646000990216,0.6543400184339984,True,False,False
2023-03-30,0.6312277344409454,0.4818103434922771,0.7996917902499591,False,True,False
2023-03-31,0.1803983051113817,0.376563705821061,0.5707345616450232,True,False,False
2023-04-01,0.6573921901106687,0.517455013291507,0.535649161800104,True,False,False
2023-04-02,0.4145871198603834,0.6298027406161937,0.3104805465189554,True,False,False
2023-04-03,0.3439573423176471,0.9294194092284196,0.3513445528359812,True,False,False
2023-04-04,0.1894639894339476,0.0301498532379478,0.2350705156831783,False,False,True
2023-04-05,0.3537503106031561,0.912337720481558,0.0020477627835434,True,False,False
2023-04-06,0.6373751086018721,0.6382468776141907,0.4251588762253288,True,False,False
2023-04-07,0.7889139951689159,0.4115236112757203,0.4471784414982657,True,False,False
2023-04-08,0.6281556045817063,0.3659723993108073,1.0,False,False,True
2023-04-09,0.8883450213098195,0.522048901666408,0.8881252072550527,True,False,False
2023-04-10,1.0,0.5625693137408192,0.6494743792754097,True,False,False
