StationID,Date,Temperature,Humidity,WindSpeed
StationC,2023-01-01,22.9106139735652,64.49774038488734,10.94783414117548
StationA,2023-01-02,24.438742297966787,77.78924343885961,13.088293403772369
StationC,2023-01-03,24.47166165054381,53.33056625043487,13.030413145593547
StationC,2023-01-04,23.77498898622368,40.06417089118513,12.662759312256371
StationA,2023-01-05,18.964170549477128,66.5679733116398,12.383688703789325
StationA,2023-01-06,16.8826130250752,45.64099180625968,12.986928266547912
StationC,2023-01-07,12.523420704055006,48.16734378545581,16.00784622856248
StationB,2023-01-08,25.4982348789241,64.94995654191695,16.483227861749487
StationC,2023-01-09,19.111339393646723,58.34690385446437,14.995092100067708
StationC,2023-01-10,17.948083456568497,53.1282482466749,13.72190298430674
StationC,2023-01-11,20.51379115617977,60.68351251103829,18.82638974596086
StationC,2023-01-12,15.508960302721608,55.90591169428443,14.725301818050488
StationA,2023-01-13,24.173977096152143,78.89547656126584,17.811217560945536
StationC,2023-01-14,21.48280692164485,53.24195265778603,13.292021608353668
StationB,2023-01-15,14.81085061742259,60.68893187677387,16.241138399856222
StationA,2023-01-16,19.62098127485908,55.44966826012434,14.921409989479985
StationB,2023-01-17,24.864817668778937,55.872383868098936,8.444029434958722
StationB,2023-01-18,23.97797731947971,65.95643651804322,13.034744148527766
StationB,2023-01-19,27.47717126441737,40.08462213468586,16.781226527523636
StationB,2023-01-20,21.6909062599666,64.26025866834001,18.63844522104805
StationA,2023-01-21,28.616280544651378,54.587145583600325,15.609340643839518
StationA,2023-01-22,15.39804597466312,67.76823004425603,15.148718187898211
StationB,2023-01-23,18.006808049923993,59.52356288842956,19.831735389669905
StationB,2023-01-24,19.69567956262627,65.1869445771778,18.82198017176645
StationA,2023-01-25,12.906247707042986,56.08598187918168,14.921409989479985
StationA,2023-01-26,20.51379115617977,64.38022597421676,15.34923294036227
StationA,2023-01-27,24.51766245312921,76.63769789448251,16.080507006406545
StationC,2023-01-28,20.09500165531075,52.607635685448926,20.15579812204106
StationC,2023-01-29,17.327917731632475,58.92805524838874,17.598211548128393
StationC,2023-01-30,12.52473064592832,55.13782714246876,14.68927170029513
StationB,2023-01-31,16.0537083565104,75.92981794259464,15.660222986410863
StationC,2023-02-01,23.71855641885613,55.66058400989948,9.348349532298318
StationB,2023-02-02,18.939192891441863,52.67307798696156,17.905885453882036
StationB,2023-02-03,17.865656029801386,54.21723086035863,16.937198366169742
StationC,2023-02-04,22.507241657624025,58.64282617681768,18.636469299675305
StationB,2023-02-05,25.79093326466014,52.06494982327389,14.56785210517644
StationC,2023-02-06,21.2855843502814,56.31550010913303,15.38412320567538
StationC,2023-02-07,21.57256447931585,61.57201855097078,13.555984952160824
StationA,2023-02-08,20.51379115617977,58.84526590076267,11.555835281532776
StationC,2023-02-09,20.87776646977416,68.31708576975848,13.193231391353471
StationA,2023-02-10,18.45355726777711,56.80644922185222,9.542098651410212
StationC,2023-02-11,23.365627513869875,57.95383494522412,17.743816546782252
StationC,2023-02-12,18.716849086537227,62.71061748742263,8.47535249204071
StationA,2023-02-13,18.1608713793362,79.5715061614125,21.09642757787765
StationA,2023-02-14,26.36866810069778,60.68893187677387,9.707619302099754
StationC,2023-02-15,18.5402366458719,79.23624412145278,19.49966602702559
StationB,2023-02-16,20.51379115617977,48.16426832055463,12.275837869288686
StationA,2023-02-17,21.72758971944383,62.28970432230437,16.68309920241318
StationB,2023-02-18,18.022417742098533,56.60613706821803,12.742659899019394
StationB,2023-02-19,18.55431571765029,51.84729063478076,8.444029434958722
StationB,2023-02-20,22.264681632667543,66.9909238185999,15.13110800425282
StationA,2023-02-21,19.169695458244675,65.99896633711006,18.22104603629625
StationB,2023-02-22,21.07469415047377,55.18751866176494,15.228144119689157
StationA,2023-02-23,12.523420704055006,40.06417089118513,16.058879926616704
StationB,2023-02-24,15.284715957663687,55.79952535372484,16.84831996205925
StationC,2023-02-25,27.019793693296467,61.39204110956816,21.104869564042495
StationC,2023-02-26,19.9072459774418,60.01813611194676,11.159126615294232
StationA,2023-02-27,20.51379115617977,67.55935281791652,11.095190022774
StationC,2023-02-28,14.637340827821712,79.33542629429991,15.152527707408469
StationC,2023-03-01,15.037069102984049,64.13874837250808,13.53407974383576
StationB,2023-03-02,20.511738412748333,65.67768367757625,8.562429720450174
StationA,2023-03-03,17.836953597259935,79.5715061614125,16.538823752374487
StationB,2023-03-04,16.70408848781761,71.72435782392242,14.921409989479985
StationB,2023-03-05,20.019686522157013,65.3140001096033,11.519024924192085
StationB,2023-03-06,22.388770497167634,60.68893187677387,14.875121897139229
StationB,2023-03-07,18.704856776305547,78.08956829020163,12.29965302577826
StationB,2023-03-08,17.126453961933002,62.2698430121935,15.367516495018556
StationB,2023-03-09,17.892508898300584,57.29037737832261,20.92038267480768
StationB,2023-03-10,21.69910482093322,64.46289348001918,13.862827061453038
StationA,2023-03-11,19.963099250277136,71.36242317119263,11.821262561350052
StationC,2023-03-12,23.83648419353202,65.01426757026081,15.54452093288193
StationB,2023-03-13,14.251037112528207,70.60638578821411,12.674304618996938
StationB,2023-03-14,16.12331947021528,53.31025172683315,14.921409989479985
StationB,2023-03-15,23.865704279446245,51.31915774595512,15.946907930043716
StationB,2023-03-16,15.99086078325153,54.54962384652909,14.894409184612549
StationB,2023-03-17,26.92007859466339,47.32617698487665,15.169676848767503
StationB,2023-03-18,27.02602652939094,61.10299578633421,15.576271141897948
StationC,2023-03-19,26.96162876745952,55.69974614150084,19.79133816756244
StationC,2023-03-20,15.596795907351154,72.30211353644378,14.241242087679016
StationB,2023-03-21,20.38447474292286,47.0877563780253,15.382303220004273
StationC,2023-03-22,17.532837588983366,75.54922676636602,17.60054719002643
StationA,2023-03-23,24.615813041709764,60.68893187677387,16.413110494254063
StationB,2023-03-24,28.53302476839231,47.6176914885165,13.925372398527662
StationA,2023-03-25,24.367947078176897,51.75348672348928,14.921409989479985
StationA,2023-03-26,20.045721728700688,79.51280085735755,12.386259356655213
StationB,2023-03-27,18.172303515837285,59.599148626269965,14.319751718105325
StationC,2023-03-28,23.24543366314553,65.29435511653803,12.68674037848668
StationA,2023-03-29,13.885632316623466,58.1610826227198,16.728523798413303
StationB,2023-03-30,22.681680161910325,59.09921366819793,18.568799343854245
StationA,2023-03-31,15.426545343693611,54.94119946765706,15.670008476089066
StationA,2023-04-01,23.10274107980868,60.50743958855266,15.225797837787564
StationA,2023-04-02,19.195313115684684,64.94599891881714,12.374973997625773
StationA,2023-04-03,18.058678005116928,76.78305509822896,12.892346648639506
StationC,2023-04-04,15.572438130855756,41.25531125140488,11.420219653084722
StationA,2023-04-05,18.21627487115903,76.10820309392503,8.469955832183453
StationA,2023-04-06,22.780608992669823,65.27960427026474,13.826897996308524
StationA,2023-04-07,25.21930305459329,56.32237217346973,14.105684191941103
StationC,2023-04-08,22.63224080667348,54.52276517040672,21.104869564042495
StationA,2023-04-09,26.819432622085525,60.68893187677387,19.688440698624333
StationA,2023-04-10,28.616280544651378,62.2897853818854,16.666920718900602
