StationID,Date,Temperature,Humidity,WindSpeed
StationC,2023-01-01,0.6454535348221405,0.6184565303273006,0.19775976007035737
StationA,2023-01-02,0.7404104498476899,0.9548878022179341,0.36682115258252923
StationC,2023-01-03,0.7424560373258072,0.3357957520675221,0.36224955562776934
StationC,2023-01-04,0.6991652443144446,0.0,0.33321089550815985
StationA,2023-01-05,0.40022406888640627,0.6708577594305094,0.31116886625719564
StationA,2023-01-06,0.2708774179480241,0.1411591259428025,0.35881495898155275
StationC,2023-01-07,0.0,0.20510552885547853,0.5974182373749894
StationB,2023-01-08,0.8062466400246904,0.6299029150033737,0.6349656377323312
StationC,2023-01-09,0.4093690465738613,0.46276806163277395,0.5174271689964913
StationC,2023-01-10,0.33708506792739606,0.3306747282784933,0.4168659816834732
StationC,2023-01-11,0.496516500564306,0.5219117280074276,0.820037233323274
StationC,2023-01-12,0.1855195178631447,0.40098226556518973,0.4961181342668391
StationA,2023-01-13,0.7239581098386917,0.9828885042354117,0.7398551778936878
StationC,2023-01-14,0.5567305193939867,0.33355278650067915,0.38291235999879747
StationB,2023-01-15,0.14213942928883525,0.522048901666408,0.6158445162723776
StationA,2023-01-16,0.441037866551198,0.38943394343616194,0.5116074832697546
StationB,2023-01-17,0.766886500408779,0.4001336174355155,0.0
StationB,2023-01-18,0.71177880929088,0.6553786897991685,0.3625916342647367
StationB,2023-01-19,0.9292164791393726,0.0005176568695622012,0.6585026749854596
StationB,2023-01-20,0.5696616789506486,0.6124454512473535,0.8051926793287033
StationA,2023-01-21,1.0,0.36760198057092636,0.5659427917758038
StationA,2023-01-22,0.17862737257901737,0.7012383640551078,0.5295611258480277
StationB,2023-01-23,0.3407341765343918,0.4925513670852152,0.899443152161126
StationB,2023-01-24,0.44567957029478955,0.6359014981434379,0.8196889488374539
StationA,2023-01-25,0.02378862469318527,0.40554015800884824,0.5116074832697546
StationA,2023-01-26,0.496516500564306,0.615482034328854,0.5453985229259236
StationA,2023-01-27,0.7453144977263233,0.9257401632668226,0.60315725446258
StationC,2023-01-28,0.4704931892935169,0.3174971105610487,0.925038825834213
StationC,2023-01-29,0.2985483671123195,0.47747802346516105,0.7230311748539656
StationC,2023-01-30,8.139894874433416e-05,0.3815406973965946,0.49327234225082656
StationB,2023-01-31,0.21936981291229385,0.907822479195092,0.5699616674627703
StationC,2023-02-01,0.6956585607338674,0.3947725912678239,0.0714265473791303
StationB,2023-02-02,0.39867197321896897,0.3191535700783766,0.747332398360206
StationB,2023-02-03,0.3319630804383124,0.35823878964165967,0.6708219079159676
StationC,2023-02-04,0.6203882375451696,0.47025837502215384,0.8050366137475414
StationB,2023-02-05,0.8244347301861213,0.30376077885294683,0.48368217336149893
StationC,2023-02-06,0.5444752351675044,0.411349667265331,0.5481542851784587
StationC,2023-02-07,0.5623079965211144,0.5444013754072123,0.40376116158825864
StationA,2023-02-08,0.496516500564306,0.475382479762712,0.2457819398118604
StationC,2023-02-09,0.5191336933566159,0.7151308658335324,0.37510954312464223
StationA,2023-02-10,0.3684948867051306,0.4237764510350064,0.08672956970122918
StationC,2023-02-11,0.6737277846951707,0.4528187976150495,0.7345315964033526
StationC,2023-02-12,0.3848556716350986,0.5732213129875101,0.002474010947348905
StationA,2023-02-13,0.350307573117612,1.0,0.9993332206963543
StationA,2023-02-14,0.8603348027499937,0.522048901666408,0.09980300313866099
StationC,2023-02-15,0.37388108772554396,0.9915139293078982,0.8732150852035863
StationB,2023-02-16,0.496516500564306,0.20502768344069305,0.3026504082874998
StationA,2023-02-17,0.5719411656199286,0.5625672619805453,0.6507522157655345
StationB,2023-02-18,0.3417041528051825,0.4187061988333819,0.3395217394923185
StationB,2023-02-19,0.37475595222556735,0.2982514427510722,0.0
StationB,2023-02-20,0.6053157129995576,0.6815633791354868,0.5281702083839537
StationA,2023-02-21,0.41299525503997503,0.6564551941692035,0.772224947290687
StationB,2023-02-22,0.5313706532661799,0.38279847696983826,0.5358344798262121
StationA,2023-02-23,0.0,0.0,0.6014490676780269
StationB,2023-02-24,0.17158511793180156,0.3982894405535327,0.6638019626987205
StationC,2023-02-25,0.9007953299060272,0.5398458304641888,1.0
StationC,2023-02-26,0.4588261717634623,0.5050698834603226,0.21444842148338494
StationA,2023-02-27,0.496516500564306,0.6959513148296714,0.20939847283318752
StationC,2023-02-28,0.13135764212859558,0.9940244041898088,0.5298620157946203
StationC,2023-03-01,0.156196501046261,0.6093698123817904,0.40203100718288515
StationB,2023-03-02,0.4963889444026436,0.6483229661326565,0.009351692643165885
StationA,2023-03-03,0.33017952966947733,1.0,0.6393568068852602
StationB,2023-03-04,0.25978401758128267,0.8013749020576523,0.5116074832697546
StationB,2023-03-05,0.4658131551728105,0.6391174966803286,0.24287452158641953
StationB,2023-03-06,0.6130265155374048,0.522048901666408,0.5079514784652689
StationB,2023-03-07,0.3841104771606257,0.9624895513434525,0.30453141746594026
StationB,2023-03-08,0.2860295375385198,0.562064537360547,0.5468426257239904
StationB,2023-03-09,0.3336317004825545,0.4360255220786583,0.9854285428649384
StationB,2023-03-10,0.5701711322763985,0.6175744940008865,0.42799668673223024
StationA,2023-03-11,0.46229685835295453,0.7922137007198707,0.26674636848413713
StationC,2023-03-12,0.7029865170973721,0.6315307400111597,0.5608230911637814
StationB,2023-03-13,0.10735297676023128,0.7730770675400505,0.33412278655352945
StationB,2023-03-14,0.22369540291894244,0.3352815558185782,0.5116074832697546
StationB,2023-03-15,0.7048022345151375,0.28488347234220374,0.59260510507907
StationB,2023-03-16,0.21546450497564443,0.3666522395465168,0.509474859795155
StationB,2023-03-17,0.8945990975631882,0.18381412069480055,0.5312165184330069
StationB,2023-03-18,0.9011826343476373,0.532529585993209,0.5633308401513926
StationC,2023-03-19,0.897180998680062,0.3957638535570543,0.8962524300845818
StationC,2023-03-20,0.19097756605964794,0.8159989132335403,0.4578853056838829
StationB,2023-03-21,0.48848086149593517,0.17777927665329343,0.5480105359759925
StationC,2023-03-22,0.3112819557585062,0.8981890485011359,0.7232156524932235
StationA,2023-03-23,0.7514135124168607,0.522048901666408,0.6294275086049951
StationB,2023-03-24,0.9948265394041995,0.19119286445582384,0.432936748879524
StationA,2023-03-25,0.7360112802475608,0.2958771011092006,0.5116074832697546
StationA,2023-03-26,0.46743096622700225,0.9985140657132805,0.3113719059322629
StationB,2023-03-27,0.3510179587553621,0.49446457478002437,0.4640862867898651
StationC,2023-03-28,0.6662590158178615,0.6386202474244398,0.33510500885180927
StationA,2023-03-29,0.08464695685300765,0.45806460009902167,0.6543400184339984
StationB,2023-03-30,0.6312277344409454,0.48181034349227714,0.7996917902499591
StationA,2023-03-31,0.18039830511138172,0.376563705821061,0.5707345616450232
StationA,2023-04-01,0.6573921901106687,0.517455013291507,0.535649161800104
StationA,2023-04-02,0.41458711986038344,0.6298027406161937,0.3104805465189554
StationA,2023-04-03,0.34395734231764713,0.9294194092284196,0.35134455283598126
StationC,2023-04-04,0.18946398943394763,0.03014985323794783,0.23507051568317833
StationA,2023-04-05,0.35375031060315615,0.912337720481558,0.00204776278354347
