Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit ,Cluster
-1.7277260797023903,1.76210664421617,1.7469706406568504,0.7988286239230257,1.0938642223599824,1.1713692020311577,1.777661585387954,0.909111664354187,1.3855412162777925,2
-1.7190657986011253,0.6276564089897139,-0.0676353128110767,0.7988286239230257,0.5966532121963541,1.1713692020311577,0.4527597301468224,0.909111664354187,0.2410569901319652,2
-1.71040551749986,-0.0704668126881052,-0.5625278455750569,-0.0766000050337147,-0.3977688081309026,0.0464047823133589,-1.025015416083667,0.909111664354187,-0.0450640664044917,1
-1.701745236398595,0.4531256035702591,0.4272572199529034,-0.0766000050337147,0.0994422020327257,-1.0785596374044395,0.113041305726021,0.909111664354187,0.5271780466684223,1
-1.69308495529733,-0.24499761810756,-0.7274920231630502,-0.952028633990455,-1.3921908284581592,-0.5160774275455403,-0.6683110704418231,-1.0999748867047898,-0.5457759153432906,0
-1.684424674196065,1.151248825248078,1.2520781078928702,1.674257252879766,1.0938642223599824,-0.5160774275455403,1.251098027535709,0.909111664354187,1.242480688009564,2
-1.6757643930947996,0.3658602008605316,0.26229304236491,-0.0766000050337147,-0.3977688081309026,0.6088869921722582,-0.6852969916628658,0.909111664354187,0.169526725997851,1
-1.6671041119935346,-0.7685900343659244,-1.057420378339037,-0.952028633990455,-0.3977688081309026,0.6088869921722582,-1.194874628294068,-1.0999748867047898,-0.3311851229409479,0
-1.658443830892269,-1.2921824506242887,-0.8924562007510436,-1.8274572629471952,-1.3921908284581592,-2.203524057122238,-1.025015416083667,-1.0999748867047898,-1.6187298773550036,0
-1.6497835497910045,0.5403910062799865,0.0973288647769166,-0.0766000050337147,0.0994422020327257,-0.5160774275455403,-0.0058601428212602,-1.0999748867047898,-1.9763811980255743,1
-1.6411232686897392,0.7149218116994412,-0.2325994903990701,-0.0766000050337147,0.0994422020327257,0.6088869921722582,-0.3455785672420616,0.909111664354187,-1.4756693490867752,1
-1.6324629875884742,0.889452617118896,0.5922213975408968,0.7988286239230257,0.5966532121963541,1.1713692020311577,0.6735767060203454,0.909111664354187,0.8132991032048784,2
-1.623802706487209,0.9767180198286236,0.7571855751288902,0.7988286239230257,0.5966532121963541,1.1713692020311577,0.843435918230746,0.909111664354187,0.3841175184001937,2
-1.615142425385944,-0.8558554370756518,0.26229304236491,-0.0766000050337147,0.5966532121963541,-0.5160774275455403,-1.025015416083667,0.909111664354187,-0.7603667077456334,1
-1.6064821442846788,-0.5067938262367422,-0.5625278455750569,-0.0766000050337147,0.0994422020327257,-1.6410418472633386,-0.6852969916628658,0.909111664354187,-0.8318969718797476,1
-1.5978218631834136,-0.24499761810756,-0.3975636679870634,-0.0766000050337147,0.0994422020327257,-1.0785596374044395,-0.5154377794524623,-1.0999748867047898,-1.3326088208185465,1
-1.5891615820821483,0.0167985900216221,-0.0676353128110767,-0.0766000050337147,0.5966532121963541,-0.5160774275455403,0.1639990693891403,-1.0999748867047898,-0.4742456512091764,1
-1.5805013009808837,0.1913293954410769,-0.2325994903990701,-0.0766000050337147,0.5966532121963541,-0.5160774275455403,-1.025015416083667,0.909111664354187,-0.5457759153432906,1
-1.5718410198796182,0.1040639927313495,0.4272572199529034,-0.0766000050337147,0.5966532121963541,-0.5160774275455403,0.333858281599544,-1.0999748867047898,-0.6888364436115192,1
-1.5631807387783532,-1.2049170479145614,-0.8924562007510436,-0.0766000050337147,0.0994422020327257,-0.5160774275455403,-0.1757193550316609,-1.0999748867047898,-0.7603667077456334,0
-1.554520457677088,-0.4195284235270148,-0.0676353128110767,-0.0766000050337147,-0.3977688081309026,-1.6410418472633386,-1.194874628294068,0.909111664354187,-0.617306179477405,1
-1.5458601765758229,0.7149218116994412,1.087113930304877,0.7988286239230257,-0.3977688081309026,-1.6410418472633386,-0.3455785672420616,-1.0999748867047898,-0.1881245946727202,1
-1.5371998954745578,0.9767180198286236,1.4170422854808635,1.674257252879766,1.5910752325236108,1.7338514118900563,1.5228727670723516,0.909111664354187,1.52860174454602,2
-1.5285396143732928,1.500310436086988,1.911934818244844,1.674257252879766,1.5910752325236108,1.1713692020311577,1.862591191493153,0.909111664354187,1.6001320086801345,2
-1.5198793332720275,1.6748412415064426,1.911934818244844,1.674257252879766,0.5966532121963541,0.0464047823133589,2.0324504037035567,0.909111664354187,1.7431925369483627,2
-1.5112190521707625,2.023902852345352,2.076898995832837,1.674257252879766,1.0938642223599824,1.1713692020311577,1.6927319792827522,0.909111664354187,1.52860174454602,2
-1.5025587710694974,0.4531256035702591,0.26229304236491,1.674257252879766,1.0938642223599824,0.0464047823133589,0.333858281599544,-1.0999748867047898,0.2410569901319652,1
-1.4938984899682322,-1.6412440614631982,-1.5523129111030172,-0.952028633990455,-1.889401838621788,-1.0785596374044395,-1.8743114771356733,0.909111664354187,-2.047911462159689,0
