Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
-1.7277260797023903,1.76210664421617,1.7469706406568504,0.7988286239230257,1.0938642223599824,1.1713692020311575,1.777661585387954,0.909111664354187,1.3855412162777925
-1.7190657986011253,0.6276564089897139,-0.06763531281107672,0.7988286239230257,0.5966532121963541,1.1713692020311575,0.4527597301468224,0.909111664354187,0.24105699013196524
-1.71040551749986,-0.07046681268810527,-0.5625278455750569,-0.0766000050337147,-0.3977688081309026,0.04640478231335894,-1.025015416083667,0.909111664354187,-0.04506406640449174
-1.701745236398595,0.4531256035702591,0.4272572199529034,-0.0766000050337147,0.09944220203272576,-1.0785596374044395,0.11304130572602109,0.909111664354187,0.5271780466684223
-1.69308495529733,-0.24499761810756004,-0.7274920231630502,-0.952028633990455,-1.3921908284581592,-0.5160774275455403,-0.6683110704418231,-1.0999748867047898,-0.5457759153432906
-1.6844246741960647,1.1512488252480781,1.2520781078928702,1.674257252879766,1.0938642223599824,-0.5160774275455403,1.2510980275357093,0.909111664354187,1.242480688009564
-1.6757643930947996,0.36586020086053167,0.26229304236491,-0.0766000050337147,-0.3977688081309026,0.6088869921722582,-0.6852969916628658,0.909111664354187,0.169526725997851
-1.6671041119935346,-0.7685900343659244,-1.057420378339037,-0.952028633990455,-0.3977688081309026,0.6088869921722582,-1.1948746282940679,-1.0999748867047898,-0.33118512294094793
-1.6584438308922693,-1.2921824506242887,-0.8924562007510436,-1.8274572629471952,-1.3921908284581592,-2.203524057122238,-1.025015416083667,-1.0999748867047898,-1.6187298773550036
-1.6497835497910043,0.5403910062799865,0.09732886477691666,-0.0766000050337147,0.09944220203272576,-0.5160774275455403,-0.005860142821260272,-1.0999748867047898,-1.9763811980255743
-1.6411232686897392,0.7149218116994412,-0.2325994903990701,-0.0766000050337147,0.09944220203272576,0.6088869921722582,-0.3455785672420616,0.909111664354187,-1.4756693490867752
-1.6324629875884742,0.889452617118896,0.5922213975408968,0.7988286239230257,0.5966532121963541,1.1713692020311575,0.6735767060203454,0.909111664354187,0.8132991032048784
-1.623802706487209,0.9767180198286235,0.7571855751288902,0.7988286239230257,0.5966532121963541,1.1713692020311575,0.843435918230746,0.909111664354187,0.38411751840019376
-1.6151424253859439,-0.8558554370756518,0.26229304236491,-0.0766000050337147,0.5966532121963541,-0.5160774275455403,-1.025015416083667,0.909111664354187,-0.7603667077456334
-1.6064821442846788,-0.5067938262367422,-0.5625278455750569,-0.0766000050337147,0.09944220203272576,-1.6410418472633386,-0.6852969916628658,0.909111664354187,-0.8318969718797476
-1.5978218631834136,-0.24499761810756004,-0.39756366798706344,-0.0766000050337147,0.09944220203272576,-1.0785596374044395,-0.5154377794524623,-1.0999748867047898,-1.3326088208185465
-1.5891615820821485,0.016798590021622126,-0.06763531281107672,-0.0766000050337147,0.5966532121963541,-0.5160774275455403,0.16399906938914038,-1.0999748867047898,-0.47424565120917644
-1.5805013009808835,0.1913293954410769,-0.2325994903990701,-0.0766000050337147,0.5966532121963541,-0.5160774275455403,-1.025015416083667,0.909111664354187,-0.5457759153432906
-1.5718410198796182,0.10406399273134952,0.4272572199529034,-0.0766000050337147,0.5966532121963541,-0.5160774275455403,0.33385828159954406,-1.0999748867047898,-0.6888364436115192
-1.5631807387783532,-1.2049170479145614,-0.8924562007510436,-0.0766000050337147,0.09944220203272576,-0.5160774275455403,-0.17571935503166092,-1.0999748867047898,-0.7603667077456334
-1.5545204576770881,-0.41952842352701486,-0.06763531281107672,-0.0766000050337147,-0.3977688081309026,-1.6410418472633386,-1.1948746282940679,0.909111664354187,-0.617306179477405
