年纪,家庭收入,标签,工作性质_Private,工作性质_Self-emp,工作性质_Unemployed,学位_Highschool,学位_Master,学位_PhD,婚姻状况_Married,婚姻状况_Single,婚姻状况_Widowed,工作类型_Full-time,工作类型_Intern,工作类型_Part-time,家庭情况_Living with Family,家庭情况_Living with Roommates,族裔_Black,族裔_Hispanic,族裔_Other,族裔_White,性别_Male,工作地点_Suburban,工作地点_Urban
-1.4544376931496978,1.0899790448831468,1,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False
-0.6687373710367436,0.08525747412229821,1,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
-1.3889626663069516,-0.28131905374287575,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
-0.21041218313752028,1.3157550815159464,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False
0.4443380852899417,0.13931626869994196,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
-0.27588720998026645,0.5925980777300669,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
-1.3889626663069516,-1.5489058374769282,0,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
1.3609884610883884,1.706147339696903,1,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False
-0.013987102609281682,-1.581807232492692,0,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
-0.799687424722236,1.4644213185406891,1,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0.3133880316044493,0.4894876184194584,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
-0.8651624515649822,-1.666036260352638,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False
0.05148792423346451,1.0050945382071699,1,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
1.230038407402896,0.4873755200122484,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
0.7062381926609265,-0.4091192151239742,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0.6407631658181803,0.6084024002943629,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
-0.21041218313752028,0.08880798437579789,1,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
0.5752881389754341,1.250516731576001,1,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
-0.34136223682301264,-0.8131854897171268,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
-0.34136223682301264,1.5902550434736955,1,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0.5098131121326879,-1.1066761295948766,0,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False
0.4443380852899417,-0.08988282397212925,1,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False
-1.5853877468351902,1.6577329460350791,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0.9681383000319113,1.5752154461947687,1,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False
1.6883635953021194,-1.2801777306492272,0,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
-0.8651624515649822,-0.4604286402232669,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
-1.3234876394642054,0.8480163230433665,1,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
-1.3889626663069516,0.4178037267885445,1,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False
-1.0615875320932209,0.3111427572244364,1,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
-1.0615875320932209,0.9120165463308093,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
-0.013987102609281682,1.627107519130533,1,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True
-0.9306374784077284,-0.3750889399250466,1,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False
0.1169629510762107,0.6338932431400015,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
-1.519912719992444,0.13094070605066066,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.7342123978794898,1.612013298616937,1,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False
-0.6032623441939974,-0.6045247332806845,1,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False
0.7062381926609265,0.8935903085023904,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
0.24791300476170308,1.1129572189340011,1,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True
-0.27588720998026645,1.1760106394871772,1,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
-1.519912719992444,1.1600424472188735,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
0.7717132195036727,1.3855999909129963,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
0.05148792423346451,0.250073980864242,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
0.3788630584471955,-1.0967164931401878,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.1824379779189569,0.7747119421172655,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
-0.07946212945202788,1.3460163535226974,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
0.4443380852899417,0.599152865890374,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
-0.9306374784077284,-1.068203164642852,0,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
1.6228885684593732,1.6578421925044176,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
-0.47231229050850504,-1.587087478510717,0,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0.05148792423346451,-0.742120661412464,1,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False
0.24791300476170308,0.395408200574162,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
-1.7163378005206826,-0.3174978428387929,1,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
0.1824379779189569,0.8168446637921283,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
-0.013987102609281682,-0.13496520031913023,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
-1.7163378005206826,-1.239847575718449,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0.3133880316044493,-0.1669744158352965,1,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
1.4919385147738808,1.3548289020493327,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
-1.3234876394642054,1.6023814015702635,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
-0.21041218313752028,0.16843045277863927,1,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
-0.21041218313752028,-1.057897581035258,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
-1.127062558935967,0.7062872368216154,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
-1.7163378005206826,1.1937996062444551,1,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True
0.1169629510762107,-0.44131050808903793,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
0.4443380852899417,-1.2509543001011916,0,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
-0.6687373710367436,-0.8046278496189481,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
-0.34136223682301264,0.43883367213619645,1,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
-0.6687373710367436,-1.2244438235417274,0,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0.24791300476170308,1.3230017639820637,1,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
-0.5377873173512512,-1.5215395969076462,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
-0.9306374784077284,-0.2886931904232212,1,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False
-0.40683726366575884,1.0290013072474011,1,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0.7717132195036727,-0.4778170365929705,1,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True
-1.519912719992444,1.3780984000184227,1,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
-0.9961125052504746,-0.16378806047959169,1,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True
1.0990883537174037,1.5891261632905316,1,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False
-0.21041218313752028,-1.4761476888975196,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True
-1.1925375857787133,-1.5464295841719233,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False
1.0990883537174037,1.5820979737630911,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
-1.0615875320932209,0.0036503615264749582,1,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
0.3788630584471955,0.9270925590995156,1,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
-0.6687373710367436,1.5546224867244707,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
1.6883635953021194,0.998175595149068,1,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False
-1.3889626663069516,-0.011116119579105733,1,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
0.6407631658181803,0.9712827559469192,1,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
0.4443380852899417,0.1871662222701837,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
0.9681383000319113,0.9721385199567371,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0.6407631658181803,-0.9496161221759629,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
1.3609884610883884,-1.224188915113271,0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True
-0.07946212945202788,1.1259575487852767,1,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False
0.3788630584471955,-1.19815183992094,0,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
1.6228885684593732,-1.7025245811116807,0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True
-0.6687373710367436,-1.2304523793553421,0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False
0.4443380852899417,-0.924635096187237,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1.3609884610883884,-1.3355474828589324,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
-0.799687424722236,1.39945608477409,1,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
1.230038407402896,0.4769060667006468,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-1.2580126126214595,-0.34236962235818036,1,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
0.4443380852899417,1.0370127149988875,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True
0.3788630584471955,-0.5897036289404345,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
-0.9306374784077284,-0.6113162221245582,1,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True
-1.3889626663069516,-0.4841169163248212,1,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False
-0.07946212945202788,-0.14241216797903467,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
-0.5377873173512512,-1.0842806033804941,0,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
-1.2580126126214595,-1.707458879976801,0,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False
-0.40683726366575884,-0.556510910006435,1,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True
-0.21041218313752028,0.3584464784479859,1,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-1.5853877468351902,-1.1055108339219333,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
-1.0615875320932209,0.677883154793618,1,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.0336133268746575,1.3356015234457652,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
-0.6032623441939974,1.1074038567426296,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
-0.8651624515649822,0.4124688575358501,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0.3133880316044493,1.365243732126265,1,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False
0.5752881389754341,0.5187656722021634,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1.3609884610883884,-1.2085848777427621,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True
0.3788630584471955,-0.4526357254104574,1,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False
0.5752881389754341,0.4756497323032546,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-1.519912719992444,0.7773702728711678,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.5853877468351902,-1.6349738475707383,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
-0.27588720998026645,-1.4213787922691759,0,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True
0.05148792423346451,0.9641999431848096,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0.3133880316044493,-0.00718324668292148,1,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
-0.34136223682301264,0.3684061149026747,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0.5098131121326879,0.8644579166788033,1,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False
-1.519912719992444,-1.0656904958480675,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1.0990883537174037,0.5218427810885298,1,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
-1.7163378005206826,0.3712829385952539,1,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False
-1.3234876394642054,0.4549111108738385,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
-0.34136223682301264,-0.9656571454238255,1,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False
