loss,mae,val_loss,val_mae
29.263839721679688,4.491737365722656,28.950489044189453,4.5798540115356445
26.787090301513672,4.388257026672363,24.475872039794922,4.359372615814209
25.964035034179688,4.320376873016357,25.4442195892334,4.406315326690674
25.416515350341797,4.28414249420166,26.732715606689453,4.488827705383301
25.112010955810547,4.248873710632324,24.684673309326172,4.38775634765625
25.696197509765625,4.260008811950684,26.566608428955078,4.481467247009277
25.371662139892578,4.255213260650635,24.637847900390625,4.374173641204834
24.638195037841797,4.189594745635986,28.16257667541504,4.582754611968994
24.94809341430664,4.271483421325684,24.984989166259766,4.39113712310791
24.569190979003906,4.151087760925293,25.191055297851562,4.3949174880981445
25.723215103149414,4.243132591247559,24.6285457611084,4.354963779449463
24.315553665161133,4.187533855438232,24.991708755493164,4.391243934631348
