index,value,is_outlier
0,104.96714153011231,False
1,98.61735698828817,False
2,106.47688538100692,False
3,115.23029856408026,False
4,97.65846625276664,False
5,97.6586304305082,False
6,115.79212815507393,False
7,107.67434729152907,False
8,95.30525614065049,False
9,105.42560043585964,False
10,95.36582307187538,False
11,95.34270246429745,False
12,102.41962271566034,False
13,80.86719755342202,False
14,82.75082167486967,False
15,94.37712470759028,False
16,89.87168879665576,False
17,103.14247332595274,False
18,90.91975924478788,False
19,85.87696298664709,False
20,114.65648768921554,False
21,97.74223699513465,False
22,100.67528204687925,False
23,85.75251813786544,False
24,94.55617275474818,False
25,101.10922589709868,False
26,88.49006422577698,False
27,103.75698018345672,False
28,93.99361310081196,False
29,97.08306250206724,False
30,93.98293387770605,False
31,118.52278184508938,False
32,99.86502775262066,False
33,89.422890710441,False
34,108.22544912103189,False
35,87.79156350028978,False
36,102.08863595004756,False
37,80.40329876120225,False
38,86.71813951101569,False
39,101.96861235869125,False
40,249.3988326519779,True
41,101.7136828118997,False
42,98.8435171761176,False
43,96.98896304410712,False
44,85.21478009632573,False
45,92.80155791605291,False
46,95.39361229040212,False
47,110.57122226218917,False
48,103.4361828956846,False
49,82.36959844637266,False
50,103.24083969394796,False
51,96.14917719583684,False
52,93.2307799969404,False
53,106.11676288840869,False
54,110.30999522495952,False
55,109.31280119116198,False
56,91.60782476777362,False
57,96.90787624148786,False
58,103.31263431403563,False
59,109.7554512712236,False
60,95.2082576215471,False
61,98.14341023336183,False
62,88.93665025993971,False
63,88.0379337591933,False
64,108.12525822394198,False
65,113.56240028570824,False
66,99.27989878419666,False
67,110.03532897892023,False
68,103.61636025047636,False
69,93.54880245394877,False
70,103.61395605508416,False
71,115.38036566465968,False
72,99.64173960890048,False
73,115.64643655814008,False
74,73.80254895910255,False
75,108.21902504375224,False
76,100.87047068238172,False
77,97.00992649534132,False
78,100.91760776535504,False
79,80.12431085399108,False
80,276.11855788897566,True
81,103.57112571511746,False
82,114.77894044741517,False
83,94.81729781726352,False
84,91.91506397106812,False
85,94.98242956415464,False
86,109.15402117702074,False
87,103.28751109659684,False
88,94.7023979623296,False
89,105.13267433113356,False
90,261.2854674867832,True
91,109.68644990532889,False
92,92.97946906122648,False
93,96.72337853402232,False
94,96.07891846867842,False
95,85.36485051867882,False
96,102.96120277064576,False
97,102.6105527217989,False
98,100.0511345664246,False
99,97.65412866624852,False
100,85.84629257949585,False
101,95.79354677234642,False
102,96.57285483473233,False
103,91.9772273077838,False
104,98.3871428833399,False
105,104.04050856814538,False
106,118.8618590121053,False
107,101.7457781283184,False
108,102.57550390722764,False
109,99.25554084233832,False
110,80.81228784700959,False
111,99.73486124550784,False
112,100.60230209941028,False
113,124.63242112485288,False
114,98.07639035218878,False
115,103.01547342333612,False
116,99.65288230294756,False
117,88.31321962380468,False
118,111.4282281451502,False
119,107.51933032686776,False
120,107.91031947043048,False
121,90.9061254520526,False
122,114.027943109361,False
123,85.98148937207719,False
124,105.8685709380027,False
125,121.9045562580998,False
126,90.09463674869312,False
127,94.33702270397228,False
128,100.9965136508764,False
129,94.965243458838,False
130,84.49336568933867,False
131,100.68562974806028,False
132,89.37696286273895,False
133,104.73592430635182,False
134,90.80575765766196,False
135,115.4993440501754,False
136,92.16746707663764,False
137,96.77938483794324,False
138,108.1351721736967,False
139,87.69135683566044,False
140,102.2745993460413,False
141,113.07142754282428,False
142,83.92516765438772,False
143,101.84633858532304,False
144,102.59882794248423,False
145,107.81822871777312,False
146,87.63049289121918,False
147,86.79543386915724,False
148,105.21941565616898,False
149,102.96984673233186,False
150,102.50492850345876,False
151,103.46448209496975,False
152,93.1997527842151,False
153,102.32253697161003,False
154,102.93072473298682,False
155,92.85648581973632,False
156,118.65774511144755,False
157,104.73832920911788,False
158,88.08696502797352,False
159,106.5655360863383,False
160,90.2531832977268,False
161,107.87084603742451,False
162,111.58595579007404,False
163,91.7931768164829,False
164,109.6337612924432,False
165,104.127809269365,False
166,108.2206015999449,False
167,118.96792982653947,False
168,97.5461188399713,False
169,165.21095256461268,True
170,91.10485570374476,False
171,91.84189715034562,False
172,99.22898290585896,False
173,103.41151974816644,False
174,102.7669079933002,False
175,108.27183249036024,False
176,100.13001891877909,False
177,114.53534077157316,False
178,97.35343166762044,False
179,127.2016916658962,False
180,106.25667347765008,False
181,169.61586115095758,True
