index,smoothed_closing_price
0,104.96714153011231
1,98.61735698828817
2,106.47688538100692
3,115.23029856408026
4,97.65846625276664
5,97.6586304305082
6,115.79212815507393
7,107.67434729152907
8,95.30525614065049
9,105.42560043585964
10,95.36582307187538
11,95.34270246429745
12,102.41962271566034
13,80.86719755342202
14,82.75082167486967
15,94.37712470759028
16,89.87168879665576
17,103.14247332595274
18,90.91975924478788
19,85.87696298664709
20,114.65648768921554
21,97.74223699513465
22,100.67528204687925
23,85.75251813786544
24,94.55617275474818
25,101.10922589709868
26,88.49006422577698
27,103.75698018345672
28,93.99361310081196
29,97.08306250206724
30,93.98293387770605
31,118.52278184508938
32,99.86502775262066
33,89.422890710441
34,108.22544912103189
35,87.79156350028978
36,102.08863595004756
37,80.40329876120225
38,86.71813951101569
39,101.96861235869125
40,107.6301439797934
41,101.7136828118997
42,98.8435171761176
43,96.98896304410712
44,85.21478009632573
45,92.80155791605291
46,95.39361229040212
47,110.57122226218917
48,103.4361828956846
49,82.36959844637266
50,103.24083969394796
51,96.14917719583684
52,93.2307799969404
53,106.11676288840869
54,110.30999522495952
55,109.31280119116198
56,91.60782476777362
57,96.90787624148786
58,103.31263431403563
59,109.7554512712236
60,95.2082576215471
61,98.14341023336183
62,88.93665025993971
63,88.0379337591933
64,108.12525822394198
65,113.56240028570824
66,99.27989878419666
67,110.03532897892023
68,103.61636025047636
69,93.54880245394877
70,103.61395605508416
71,115.38036566465968
72,99.64173960890048
73,115.64643655814008
74,73.80254895910255
75,108.21902504375224
76,100.87047068238172
77,97.00992649534132
78,100.91760776535504
79,80.12431085399108
80,114.84770511316509
81,103.57112571511746
82,114.77894044741517
83,94.81729781726352
84,91.91506397106812
85,94.98242956415464
86,109.15402117702074
87,103.28751109659684
88,94.7023979623296
89,105.13267433113356
90,113.57977891872305
91,109.68644990532889
92,92.97946906122648
93,96.72337853402232
94,96.07891846867842
95,85.36485051867882
96,102.96120277064576
97,102.6105527217989
98,100.0511345664246
99,97.65412866624852
100,85.84629257949585
101,95.79354677234642
102,96.57285483473233
103,91.9772273077838
104,98.3871428833399
105,104.04050856814538
106,118.8618590121053
107,101.7457781283184
108,102.57550390722764
109,99.25554084233832
110,80.81228784700959
111,99.73486124550784
112,100.60230209941028
113,124.63242112485288
114,98.07639035218878
115,103.01547342333612
116,99.65288230294756
117,88.31321962380468
118,111.4282281451502
119,107.51933032686776
120,107.91031947043048
121,90.9061254520526
122,114.027943109361
123,85.98148937207719
124,105.8685709380027
125,121.9045562580998
126,90.09463674869312
127,94.33702270397228
128,100.9965136508764
129,94.965243458838
130,84.49336568933867
131,100.68562974806028
132,89.37696286273895
133,104.73592430635182
134,90.80575765766196
135,115.4993440501754
136,92.16746707663764
137,96.77938483794324
138,108.1351721736967
139,87.69135683566044
140,102.2745993460413
141,113.07142754282428
142,83.92516765438772
143,101.84633858532304
144,102.59882794248423
145,107.81822871777312
146,87.63049289121918
147,86.79543386915724
148,105.21941565616898
149,102.96984673233186
150,102.50492850345876
151,103.46448209496975
152,93.1997527842151
153,102.32253697161003
154,102.93072473298682
155,92.85648581973632
156,118.65774511144755
157,104.73832920911788
158,88.08696502797352
159,106.5655360863383
160,90.2531832977268
161,107.87084603742451
162,111.58595579007404
163,91.7931768164829
164,109.6337612924432
165,104.127809269365
166,108.2206015999449
167,118.96792982653947
168,97.5461188399713
169,108.36921244493568
170,91.10485570374476
171,91.84189715034562
172,99.22898290585896
173,103.41151974816644
174,102.7669079933002
175,108.27183249036024
176,100.13001891877909
177,114.53534077157316
178,97.35343166762044
179,127.2016916658962
180,106.25667347765008
181,110.80423365069956
182,89.29107501938887
183,104.82472415243186
184,97.7653721467415
185,107.14000494092092
186,104.73237624573544
187,99.27171087343127
188,91.53206281931595
189,84.85152775314135
