age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0.03391774273672473,2.9169246534885387,-1.062309725886486,-0.3440480738337566,1.128863054019889,0.9431156904896103,-1.4826000604858016,-0.2584235780371034,0.3841739613047208,0.6937819376693835,0.1427541929357397,-0.21885126391722123,-0.07839282159638677,0.2628410367712758, <=50K
0.8662636365899684,1.873465549744101,-1.0074533436945448,-0.3440480738337566,1.128863054019889,-0.3897955913800621,-0.7375826912874147,-0.8844189248671861,0.3841739613047208,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,-2.327209142426056,0.2628410367712758, <=50K
-0.04175006579538833,-0.21345265774477418,0.24525059718044037,0.17995174583169532,-0.4385172442427665,-1.7227068732497344,-0.24090444515515685,-0.2584235780371034,0.3841739613047208,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,-0.07839282159638677,0.2628410367712758, <=50K
1.0932670621863076,-0.21345265774477418,0.4258175497794531,-2.440047352495564,-1.2222073933740942,-0.3897955913800621,-0.24090444515515685,-0.8844189248671861,-2.018421763763508,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,-0.07839282159638677,0.2628410367712758, <=50K
-0.798428151116519,-0.21345265774477418,1.4073444793252683,-0.3440480738337566,1.128863054019889,-0.3897955913800621,0.7524520471093589,2.245557809283227,-2.018421763763508,-1.4413750858941246,-0.1467796283200562,-0.21885126391722123,-0.07839282159638677,-5.3306841448448825, <=50K
-0.11741787432750139,-0.21345265774477418,0.8978096244079915,0.4419516556644213,1.5207081285855528,-0.3897955913800621,-0.7375826912874147,2.245557809283227,0.3841739613047208,-1.4413750858941246,-0.1467796283200562,-0.21885126391722123,-0.07839282159638677,0.2628410367712758, <=50K
0.7905958280578553,-0.21345265774477418,-0.2797330266302356,-1.1300478033319346,-2.005897542505422,0.27666004955477413,0.255773800977101,-0.2584235780371034,-2.018421763763508,-1.4413750858941246,-0.1467796283200562,-0.21885126391722123,-2.077340662333871,-2.3694061075186807, <=50K
1.0175992536541945,1.873465549744101,0.18841578808977344,0.17995174583169532,-0.4385172442427665,-0.3897955913800621,-0.7375826912874147,-0.8844189248671861,0.3841739613047208,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,0.33805464522392237,0.2628410367712758, >50K
-0.5714247255201798,-0.21345265774477418,-1.3627182312982642,0.4419516556644213,1.5207081285855528,0.9431156904896103,0.7524520471093589,-0.2584235780371034,0.3841739613047208,-1.4413750858941246,1.7289307390059003,-0.21885126391722123,0.7545021120442316,0.2628410367712758, >50K
0.2609211683330639,-0.21345265774477418,-0.28671905079894183,-0.3440480738337566,1.128863054019889,-0.3897955913800621,-0.7375826912874147,-0.8844189248671861,0.3841739613047208,0.6937819376693835,0.5428276055633436,-0.21885126391722123,-0.07839282159638677,0.2628410367712758, >50K
-0.11741787432750139,-0.21345265774477418,0.8588279881929072,1.2279513851625992,-0.046672169677102644,-0.3897955913800621,-0.7375826912874147,-0.8844189248671861,-2.018421763763508,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,3.2531869129660866,0.2628410367712758, >50K
-0.6470925340522928,2.9169246534885387,-0.4585487401083666,-0.3440480738337566,1.128863054019889,-0.3897955913800621,0.7524520471093589,-0.8844189248671861,-3.2197196262976226,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,-0.07839282159638677,-3.02746789359117, >50K
-1.1767671937770843,-0.21345265774477418,-0.6386423848368707,-0.3440480738337566,1.128863054019889,0.9431156904896103,-1.4826000604858016,0.9935671156230619,0.3841739613047208,-1.4413750858941246,-0.1467796283200562,-0.21885126391722123,-0.9112877552370051,0.2628410367712758, <=50K
-0.4957569169880667,-0.21345265774477418,0.14465374238255269,-0.8680478934992085,0.7370179794542251,0.9431156904896103,1.2491302932416168,-0.2584235780371034,-2.018421763763508,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,0.7545021120442316,0.2628410367712758, <=50K
-0.3444212999238406,-0.21345265774477418,0.5277302004573545,-1.3920477131646605,-2.397742617071086,-0.3897955913800621,1.7458085393738747,-0.8844189248671861,-4.421017488831737,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,0.33805464522392237,-1.875859767964314, <=50K
-1.0254315767128581,1.873465549744101,-0.12288826450111155,0.17995174583169532,-0.4385172442427665,0.9431156904896103,-0.4892435682212858,0.9935671156230619,0.3841739613047208,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,-0.4948402884166959,0.2628410367712758, <=50K
-0.4957569169880667,-0.21345265774477418,-0.02758299169550947,0.17995174583169532,-0.4385172442427665,0.9431156904896103,0.007434677910972091,1.6195624624531444,0.3841739613047208,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,-0.07839282159638677,0.2628410367712758, <=50K
-0.04175006579538833,-0.21345265774477418,-1.5226394945856938,-2.440047352495564,-1.2222073933740942,-0.3897955913800621,1.2491302932416168,-0.8844189248671861,0.3841739613047208,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,0.7545021120442316,0.2628410367712758, <=50K
0.33658897686517697,1.873465549744101,0.9696861576234203,0.4419516556644213,1.5207081285855528,-1.7227068732497344,-0.7375826912874147,1.6195624624531444,0.3841739613047208,-1.4413750858941246,-0.1467796283200562,-0.21885126391722123,0.33805464522392237,0.2628410367712758, >50K
0.10958555126883779,-0.21345265774477418,0.03584026295263653,-0.08204816400103064,2.3043982777168805,-0.3897955913800621,0.7524520471093589,-0.8844189248671861,0.3841739613047208,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,1.5873970456848499,0.2628410367712758, >50K
1.1689348707184206,-0.21345265774477418,1.0640732131602357,0.17995174583169532,-0.4385172442427665,1.6095713314244464,0.255773800977101,1.6195624624531444,-2.018421763763508,-1.4413750858941246,-0.1467796283200562,-0.21885126391722123,-1.7441826888776233,0.2628410367712758, <=50K
-0.2687534913917275,-2.3003708652336496,-1.0686615175087109,-1.1300478033319346,-2.005897542505422,-0.3897955913800621,-0.4892435682212858,-0.8844189248671861,-2.018421763763508,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,-0.07839282159638677,0.2628410367712758, <=50K
0.33658897686517697,-0.21345265774477418,-0.6881977188791162,-2.440047352495564,-1.2222073933740942,-0.3897955913800621,1.7458085393738747,-0.8844189248671861,0.3841739613047208,0.6937819376693835,-0.1467796283200562,4.82223988629255,-0.07839282159638677,0.2628410367712758, <=50K
1.547273913378986,-0.21345265774477418,-0.7641352336235083,0.17995174583169532,-0.4385172442427665,-1.7227068732497344,1.4974694163077458,1.6195624624531444,0.3841739613047208,-1.4413750858941246,-0.1467796283200562,-0.21885126391722123,-0.07839282159638677,0.2628410367712758, <=50K
1.3202704877826468,-1.2569117614892118,0.2566573168596965,-0.3440480738337566,1.128863054019889,-0.3897955913800621,1.4974694163077458,-0.8844189248671861,0.3841739613047208,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,-0.07839282159638677,0.2628410367712758, >50K
-1.4794384279055366,-0.21345265774477418,-0.20299088850597893,0.17995174583169532,-0.4385172442427665,0.9431156904896103,-0.9859218143535436,0.9935671156230619,0.3841739613047208,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,-0.07839282159638677,0.2628410367712758, <=50K
0.03391774273672473,-0.21345265774477418,1.680452586766113,0.17995174583169532,-0.4385172442427665,-1.7227068732497344,-0.7375826912874147,-0.2584235780371034,0.3841739613047208,0.6937819376693835,-0.1467796283200562,-0.21885126391722123,3.2531869129660866,0.2628410367712758, <=50K
