dt2IC,dt2CIdbz,date_first,feature1,feature2,feature3,clus,keep
0,1,20230803220000,0.9166284661575292,-0.6989504394636011,-0.4385857106846765,,0
1,0,20230701110000,-0.1597466403652161,1.2522129097598176,0.3550315981708375,,0
0,0,20230714050000,-1.1866971176879335,0.6546541629080077,-0.954039135544358,,0
0,0,20230725150000,1.530732392537995,0.1846527759046007,0.1102591174889092,,0
0,0,20230709230000,-0.0968858296150746,0.281735063829374,0.1285539233900653,,0
1,0,20230715020000,-1.4095113174731944,1.5683392760301245,-0.3737816051910287,,0
0,1,20230802070000,-0.466814945789782,-0.1701796665065516,-0.8352857055907584,,0
0,0,20230811060000,-0.4273246825681713,-1.3140673085340395,0.0702485782147936,,0
0,1,20230728120000,0.461696918124212,1.0871951843953045,-0.0549811433008982,,0
1,1,20230704080000,2.347047483372731,0.1818390372050607,-0.4658220789196091,2.0,1
0,0,20230731060000,0.5224186132825649,0.953671678165781,-1.03381447018075,,0
0,0,20230721040000,0.2068438519965253,-0.0447648073865076,0.0124770493354674,,0
0,1,20230716130000,2.455776199562555,-0.8386895237038932,-0.4633223648366058,,0
0,0,20230810150000,0.9788935399127254,0.4028217210829767,-1.034657620436933,,0
1,0,20230730130000,0.2542492041349285,0.0101750707414304,0.0435298107581112,,0
0,1,20230709070000,-0.479411858818095,0.1849422828744092,1.608305472055386,,0
1,1,20230723080000,0.3162000762045608,1.6165704941174162,-0.3668276659070778,0.0,1
1,0,20230720090000,-0.0663904040931365,-1.0987024773847005,1.4977765412420228,,0
1,1,20230704160000,0.0914341275589963,0.2859186604759825,2.1143317147300955,3.0,1
0,0,20230712030000,1.3144024247694728,-0.8189966901586768,-0.9534189023776752,,0
1,0,20230728060000,-0.5403221831374881,-2.590545973120058,0.0090442081989644,,0
0,0,20230724180000,0.5135407081635137,-0.0489651890222238,2.1037319178163094,,0
1,1,20230808090000,0.948939989837594,0.031022936999807,-0.121079961409044,2.0,1
1,1,20230721080000,-0.6621125168244095,0.6235221029507587,0.0368121457653999,0.0,1
1,1,20230806120000,-0.822621415489101,-0.2175407485839436,-1.6700054743748918,1.0,1
1,1,20230723090000,-0.1503419225809035,-1.489000355123972,-0.5316619003196678,1.0,1
1,1,20230702220000,-0.4616295902564609,-0.8224315772548629,0.5555886846689371,3.0,1
1,0,20230712230000,1.152332608741504,1.3169588366867038,2.42928264295125,,0
1,0,20230802090000,-1.001768278564655,-0.8366279292906311,-0.1960068334716904,,0
1,0,20230701150000,0.06847136852867,1.5832255296925064,-1.6626263222513549,,0
0,0,20230730140000,2.546048333404475,1.0499842925713831,-1.405249190773309,,0
0,1,20230717160000,0.4130565337861825,-0.3177806043360696,-0.0357896859382967,,0
1,0,20230808060000,0.5792901443048852,-0.7290791631026989,1.177206798052249,,0
1,1,20230803010000,1.1606824956971251,1.0479129691305784,0.6373536828753954,0.0,1
1,0,20230810200000,-0.4629490654253594,-0.2409112450936198,0.4602558635101262,,0
0,1,20230704130000,-1.081419628745404,-1.5456501396999585,1.3091443869175965,,0
1,1,20230711090000,0.1765112761627447,0.5623166206232582,-0.7202290875189514,1.0,1
0,0,20230717060000,0.2654038283485373,0.4172634478581861,0.0190947199575653,,0
0,0,20230802130000,-1.6182107947131612,1.137706202714778,-0.5203821202023954,,0
0,0,20230714220000,0.3750719146827777,0.3495949993602971,-0.2714557354520736,,0
0,0,20230727040000,1.069850498701039,-0.5491469770457174,-1.006269354325485,,0
0,1,20230722140000,-0.9129480730240092,1.269678839602134,-0.3439760714337959,,0
1,0,20230706160000,0.4355558483748133,1.3669904326788431,-0.027715566245399,,0
