TransactionID,ProductID,Quantity,SaleDate,StoreID,Revenue
1,7,0.5411275206744056,2023-01-01,3,-0.5620942677509112
2,4,-1.206164236294244,2023-01-02,4,-0.32697890787534606
3,8,-1.380893411991109,2023-01-03,1,-1.132352889944538
4,5,1.2400442234618654,2023-01-04,4,2.2781457052060032
5,7,-0.6819767092036492,2023-01-05,5,-0.26162814645620186
6,10,-1.031435060597379,2023-01-06,5,-0.7784409157122953
7,3,0.5411275206744056,2023-01-07,1,-0.6108910916464401
8,7,-0.15778918211305426,2023-01-08,3,-0.09486255306182523
9,8,-1.031435060597379,2023-01-09,2,-0.7789105027588855
10,5,-1.380893411991109,2023-01-10,1,-1.1065318922624277
11,4,-1.031435060597379,2023-01-11,2,-0.8054112872116858
12,8,-0.6819767092036492,2023-01-12,2,-0.6018087110871513
13,8,1.0653150477650004,2023-01-13,3,1.2612979431747215
14,3,0.8905858720681354,2023-01-14,2,1.1592835087262967
15,6,-1.031435060597379,2023-01-15,2,-1.0652998701394676
16,5,-1.380893411991109,2023-01-16,3,-1.0616258990078742
17,2,-0.6819767092036492,2023-01-17,2,-0.3483562388028197
18,8,0.8905858720681354,2023-01-18,2,0.7473914377837161
19,6,-0.33251835780991923,2023-01-19,2,0.3402142406795093
20,2,0.016939993583810684,2023-01-20,1,0.37478065077659
21,5,1.0653150477650004,2023-01-21,1,-0.2534147967633756
22,1,1.0653150477650004,2023-01-22,1,-0.5623188173418023
23,10,0.19166916928067565,2023-01-23,3,0.510129371010155
24,6,0.7158566963712705,2023-01-24,5,-0.7710305599646852
25,9,1.7642317505524603,2023-01-25,2,1.7822218187273104
26,1,-0.33251835780991923,2023-01-26,2,0.4709079679390807
27,10,-1.3817670578695933,2023-01-27,3,-1.0933819464947647
28,3,-0.8567058849005141,2023-01-28,2,-0.7246481607067328
29,7,-0.6819767092036492,2023-01-29,1,-0.3289274033191689
30,4,-0.33251835780991923,2023-01-30,5,-0.28131457064663734
31,9,0.7158566963712705,2023-01-31,4,0.7335679811595908
32,3,1.0653150477650004,2023-02-01,2,2.3502705317985773
33,5,0.3663983449775406,2023-02-02,1,0.049510171539402306
34,3,-0.8567058849005141,2023-02-03,4,-0.2136116532196694
35,7,0.7158566963712705,2023-02-04,5,1.776236671833668
36,5,-0.33251835780991923,2023-02-05,4,-0.690938897959173
37,9,1.7642317505524603,2023-02-06,1,-0.405406394805134
38,7,-1.206164236294244,2023-02-07,4,-1.0754370998115719
39,2,0.19166916928067565,2023-02-08,3,-0.8815643359663229
40,4,0.7158566963712705,2023-02-09,4,-0.5741344261578462
41,9,-0.5072475335067842,2023-02-10,2,-0.10759532772715302
42,2,0.5411275206744056,2023-02-11,2,-0.6821808250151796
43,10,0.5411275206744056,2023-02-12,3,-0.019229865743523346
44,9,0.3663983449775406,2023-02-13,1,1.174663988693393
45,10,-0.33251835780991923,2023-02-14,2,-0.9601897862331689
46,5,-1.380893411991109,2023-02-15,5,-0.9635568279287463
47,2,-1.380893411991109,2023-02-16,2,-1.0823069353478816
48,4,0.7158566963712705,2023-02-17,2,-0.505377906070267
49,7,0.016939993583810684,2023-02-18,1,0.45111939848997334
50,8,-1.031435060597379,2023-02-19,4,-0.6749202747310987
51,3,-0.33251835780991923,2023-02-20,2,0.37296113824869115
52,1,-0.5072475335067842,2023-02-21,3,-0.037946676813805605
53,4,-0.15778918211305426,2023-02-22,4,0.4613981404940038
54,2,0.016939993583810684,2023-02-23,5,-0.3810292872584577
55,8,-0.6819767092036492,2023-02-24,1,-0.8482491870574909
56,4,-1.380893411991109,2023-02-25,5,-0.9777934825584145
57,2,1.7642317505524603,2023-02-26,4,2.7186700720830834
58,6,0.19166916928067565,2023-02-27,4,1.2862121700465325
59,6,0.5411275206744056,2023-02-28,4,0.23130825443523895
60,10,1.0653150477650004,2023-03-01,5,-0.32697890787534606
61,4,0.016939993583810684,2023-03-02,4,0.6109980912252162
62,6,1.4147733991587303,2023-03-03,5,-0.32697890787534606
63,2,1.4147733991587303,2023-03-04,4,2.7790451813188213
64,10,0.5411275206744056,2023-03-05,3,1.4240273810720994
65,2,-0.33251835780991923,2023-03-06,4,-0.32697890787534606
66,10,-1.206164236294244,2023-03-07,5,-0.7855511267834698
67,4,-1.031435060597379,2023-03-08,2,-0.5909099506513993
68,8,1.4147733991587303,2023-03-09,4,-0.3579122940428653
69,7,-0.6819767092036492,2023-03-10,2,-0.039902645540867
70,9,1.4147733991587303,2023-03-11,3,1.1662648705538117
71,8,1.4147733991587303,2023-03-12,1,2.383720147936976
72,5,1.4147733991587303,2023-03-13,3,0.4642956431085453
73,2,-1.206164236294244,2023-03-14,4,-0.7210486201073079
74,5,1.8183977950185162,2023-03-15,2,2.795329705260617
75,8,-0.6819767092036492,2023-03-16,2,-1.0339747168033362
76,10,-1.380893411991109,2023-03-17,5,-0.9432870019746247
77,9,-1.380893411991109,2023-03-18,2,-1.1247954815016463
78,9,1.7642317505524603,2023-03-19,5,0.6534388087297206
79,1,-1.206164236294244,2023-03-20,1,-0.6967290017166132
80,9,0.5411275206744056,2023-03-21,4,1.670692327774021
