TransactionID,ProductID,Quantity,SaleDate,StoreID,Revenue
1,6,0.5411275206744056,2023-01-01,2,-0.5620942677509112
2,3,-1.206164236294244,2023-01-02,3,-0.326978907875346
3,7,-1.380893411991109,2023-01-03,0,-1.132352889944538
4,4,1.2400442234618654,2023-01-04,3,2.2781457052060032
5,6,-0.6819767092036492,2023-01-05,4,-0.2616281464562018
6,9,-1.031435060597379,2023-01-06,4,-0.7784409157122953
7,2,0.5411275206744056,2023-01-07,0,-0.6108910916464401
8,6,-0.1577891821130542,2023-01-08,2,-0.0948625530618252
9,7,-1.031435060597379,2023-01-09,1,-0.7789105027588855
10,4,-1.380893411991109,2023-01-10,0,-1.1065318922624277
11,3,-1.031435060597379,2023-01-11,1,-0.8054112872116858
12,7,-0.6819767092036492,2023-01-12,1,-0.6018087110871513
13,7,1.0653150477650004,2023-01-13,2,1.2612979431747215
14,2,0.8905858720681354,2023-01-14,1,1.1592835087262967
15,5,-1.031435060597379,2023-01-15,1,-1.0652998701394676
16,4,-1.380893411991109,2023-01-16,2,-1.0616258990078742
17,1,-0.6819767092036492,2023-01-17,1,-0.3483562388028197
18,7,0.8905858720681354,2023-01-18,1,0.7473914377837161
19,5,-0.3325183578099192,2023-01-19,1,0.3402142406795093
20,1,0.0169399935838106,2023-01-20,0,0.37478065077659
21,4,1.0653150477650004,2023-01-21,0,-0.2534147967633756
22,0,1.0653150477650004,2023-01-22,0,-0.5623188173418023
23,9,0.1916691692806756,2023-01-23,2,0.510129371010155
24,5,0.7158566963712705,2023-01-24,4,-0.7710305599646852
25,8,1.7642317505524605,2023-01-25,1,1.7822218187273104
26,0,-0.3325183578099192,2023-01-26,1,0.4709079679390807
27,9,-1.3817670578695933,2023-01-27,2,-1.0933819464947647
28,2,-0.8567058849005141,2023-01-28,1,-0.7246481607067328
29,6,-0.6819767092036492,2023-01-29,0,-0.3289274033191689
30,3,-0.3325183578099192,2023-01-30,4,-0.2813145706466373
31,8,0.7158566963712705,2023-01-31,3,0.7335679811595908
32,2,1.0653150477650004,2023-02-01,1,2.3502705317985773
33,4,0.3663983449775406,2023-02-02,0,0.0495101715394023
34,2,-0.8567058849005141,2023-02-03,3,-0.2136116532196694
35,6,0.7158566963712705,2023-02-04,4,1.776236671833668
36,4,-0.3325183578099192,2023-02-05,3,-0.690938897959173
37,8,1.7642317505524605,2023-02-06,0,-0.405406394805134
38,6,-1.206164236294244,2023-02-07,3,-1.075437099811572
39,1,0.1916691692806756,2023-02-08,2,-0.8815643359663229
40,3,0.7158566963712705,2023-02-09,3,-0.5741344261578462
41,8,-0.5072475335067842,2023-02-10,1,-0.107595327727153
42,1,0.5411275206744056,2023-02-11,1,-0.6821808250151796
43,9,0.5411275206744056,2023-02-12,2,-0.0192298657435233
44,8,0.3663983449775406,2023-02-13,0,1.174663988693393
45,9,-0.3325183578099192,2023-02-14,1,-0.9601897862331688
46,4,-1.380893411991109,2023-02-15,4,-0.9635568279287464
47,1,-1.380893411991109,2023-02-16,1,-1.0823069353478816
48,3,0.7158566963712705,2023-02-17,1,-0.505377906070267
49,6,0.0169399935838106,2023-02-18,0,0.4511193984899733
50,7,-1.031435060597379,2023-02-19,3,-0.6749202747310987
51,2,-0.3325183578099192,2023-02-20,1,0.3729611382486911
52,0,-0.5072475335067842,2023-02-21,2,-0.0379466768138056
53,3,-0.1577891821130542,2023-02-22,3,0.4613981404940038
54,1,0.0169399935838106,2023-02-23,4,-0.3810292872584577
55,7,-0.6819767092036492,2023-02-24,0,-0.8482491870574909
56,3,-1.380893411991109,2023-02-25,4,-0.9777934825584144
57,1,1.7642317505524605,2023-02-26,3,2.7186700720830834
58,5,0.1916691692806756,2023-02-27,3,1.2862121700465323
59,5,0.5411275206744056,2023-02-28,3,0.2313082544352389
60,9,1.0653150477650004,2023-03-01,4,-0.326978907875346
61,3,0.0169399935838106,2023-03-02,3,0.6109980912252162
62,5,1.4147733991587303,2023-03-03,4,-0.326978907875346
63,1,1.4147733991587303,2023-03-04,3,2.7790451813188213
64,9,0.5411275206744056,2023-03-05,2,1.4240273810720994
65,1,-0.3325183578099192,2023-03-06,3,-0.326978907875346
66,9,-1.206164236294244,2023-03-07,4,-0.7855511267834698
67,3,-1.031435060597379,2023-03-08,1,-0.5909099506513993
68,7,1.4147733991587303,2023-03-09,3,-0.3579122940428653
69,6,-0.6819767092036492,2023-03-10,1,-0.039902645540867
70,8,1.4147733991587303,2023-03-11,2,1.1662648705538117
71,7,1.4147733991587303,2023-03-12,0,2.383720147936976
