PC1,PC2,explained_variance_ratio
-1.2757535924582282,-0.06751034400770015,0.7224908055950208
-0.863413375523793,-0.175341448041203,0.7224908055950208
-1.3781699787791934,-0.09902287550009987,0.7224908055950208
-1.921812602291311,-0.015670932167667975,0.7224908055950208
-1.8167144758605964,0.16124078454352062,0.7224908055950208
-1.1703140431303103,-0.17179509403041787,0.7224908055950208
-0.7398100429138833,0.13381659413950783,0.7224908055950208
-0.5099278940123376,18.01682992966426,0.7224908055950208
-1.234943177320501,-0.17926414701570592,0.7224908055950208
-1.9199103947629432,0.2252908830188397,0.7224908055950208
-1.8544463683543002,-1.0094657508142926,0.7224908055950208
-1.3496556975670335,-0.18867578392675594,0.7224908055950208
-1.63632368741421,-0.008166888384900036,0.7224908055950208
-0.8152932454686699,0.2974680683870834,0.7224908055950208
-2.0369522888026763,-0.1862429343169582,0.7224908055950208
-0.8959443200195922,0.4071483889162904,0.7224908055950208
-1.595717936863185,-0.17599664940399912,0.7224908055950208
-1.5443384373098836,-0.10194262918198106,0.7224908055950208
-1.6959288753808277,-0.03301660241937029,0.7224908055950208
-1.0549161552414204,-0.11768651852887822,0.7224908055950208
-0.8865392781653195,-0.22940555389259473,0.7224908055950208
-1.682892159314417,-0.08111993875662703,0.7224908055950208
-1.2559070980226466,-0.05868222297770403,0.7224908055950208
-1.373288841926097,-0.1388719322289572,0.7224908055950208
-1.8647483747288625,-0.16516387128571303,0.7224908055950208
-1.0173600045207054,-0.016711966278035017,0.7224908055950208
-1.1340607541341126,-0.31010555305102633,0.7224908055950208
-1.2008607139052259,-0.16222916926828304,0.7224908055950208
-1.3711899424882819,-0.15543899808192974,0.7224908055950208
-1.0157996073984208,0.0014606701592866922,0.7224908055950208
-1.4719547000931157,-0.2600935364471822,0.7224908055950208
-1.546702564823663,0.2632509856402598,0.7224908055950208
-1.4730558996986447,0.10836375876082302,0.7224908055950208
-1.06340217937133,-0.055123012268789774,0.7224908055950208
-1.950696700930752,-0.054773542750438324,0.7224908055950208
-0.5716658402813265,0.048880991168885064,0.7224908055950208
-1.8583390112408444,-0.21264150933597914,0.7224908055950208
-0.8985904651041267,-0.011490993139204498,0.7224908055950208
-2.077643255977013,-0.1564527084352692,0.7224908055950208
-0.47590719464428094,0.20875037046380018,0.7224908055950208
-1.6490319536676543,-0.31714535392289916,0.7224908055950208
-0.5567070215780447,0.03376931987615954,0.7224908055950208
-1.4066694671283682,-0.020138706932431003,0.7224908055950208
-1.640636495151831,-0.18374526868643362,0.7224908055950208
-1.2480750027765775,0.3037865069900923,0.7224908055950208
-1.1729243449161886,-0.16002067879116916,0.7224908055950208
-0.7738669793951782,0.027101622137427804,0.7224908055950208
-1.745286684881102,-0.19943309619136257,0.7224908055950208
-0.9292687891083843,0.1493202154205137,0.7224908055950208
-2.2958300744466222,-0.229673952602557,0.7224908055950208
-1.049479382358031,-0.007729334243763957,0.7224908055950208
-1.1443812860288984,-0.1873659358093968,0.7224908055950208
-1.1023677012569801,0.013827048086745968,0.7224908055950208
-1.747695224237638,-0.3798539913288454,0.7224908055950208
-1.532896911011422,-0.001172074917403163,0.7224908055950208
-1.6630930474636794,-0.3287749601637287,0.7224908055950208
-1.1237206713507955,0.3070982821081049,0.7224908055950208
-1.1236411226424046,-0.2622473375140646,0.7224908055950208
-0.6948107460284131,-0.029988430514684448,0.7224908055950208
-1.8845684351767358,-0.318173293406107,0.7224908055950208
-0.673136631290952,-0.04884164679306831,0.7224908055950208
-1.3431220249440785,-0.35616815436420746,0.7224908055950208
-0.8825341152427888,0.0519574406420494,0.7224908055950208
-1.6470259635313456,-0.34423778077814415,0.7224908055950208
-0.5997527113190365,0.15171827914723296,0.7224908055950208
-2.0589726530476242,-0.0995028076539644,0.7224908055950208
-1.0141578056995564,-0.047271389153638065,0.7224908055950208
-1.0046792257436048,-0.1721867933191104,0.7224908055950208
-0.2985312133825435,0.141100483766166,0.7224908055950208
-1.3883110917147334,-0.21868973395386065,0.7224908055950208
-0.4299962898779432,0.05076236591723383,0.7224908055950208
-0.6457583812550699,-0.2032600011803959,0.7224908055950208
-1.5296847804988327,-0.004449082391126022,0.7224908055950208
-1.0826088718063023,-0.3735656814813033,0.7224908055950208
-0.8585737094310107,0.08773552186587616,0.7224908055950208
-1.8131928490285485,-0.29700989310938714,0.7224908055950208
0.17453466201351042,-0.011513762225820278,0.7224908055950208
-1.5110459994730154,-0.06958402209329104,0.7224908055950208
-1.5046680358184292,0.013478433245900518,0.7224908055950208
-1.5604876964727294,-0.17591642396550702,0.7224908055950208
-1.6123674767942209,0.17031129628617475,0.7224908055950208
-1.7299860557717395,0.008244411265098313,0.7224908055950208
-1.6832316260330802,-0.09742016500698632,0.7224908055950208
-1.32278426717855,0.013398753108037223,0.7224908055950208
-1.443189840068717,-0.03564262281447775,0.7224908055950208
-1.6149595611792595,-0.12772444292900018,0.7224908055950208
-0.4649923874655422,0.022353986474478418,0.7224908055950208
-1.6883632370242387,-0.31998256737568126,0.7224908055950208
-0.5017016204017039,-0.06280357115158189,0.7224908055950208
-1.5899465238714119,-0.2630487952178219,0.7224908055950208
-0.69880331901176,0.11217824442692534,0.7224908055950208
-1.3949154348432713,-0.0632039221618318,0.7224908055950208
-0.6102085692544561,0.021090600650432563,0.7224908055950208
-1.9364362930669792,-0.4935205623469759,0.7224908055950208
-0.5103916459742011,0.037158655948220334,0.7224908055950208
-1.5214682185617592,-0.17595520444253138,0.7224908055950208
