cluster_0_x,cluster_0_y,cluster_1_x,cluster_1_y,cluster_2_x,cluster_2_y
-5.730353864865594,-7.583286018401834,-2.901305776184908,7.550771180066203,1.9429921932865295,1.91887481742292
-4.319542652882475,-6.976169493000596,-1.350602044045346,8.19360380984661,6.829681769445774,1.1648713985855803
-7.504445768846949,-6.854018543065113,-0.3761642483964835,7.062198328675819,5.841092758392046,1.5650943109191806
-8.002349212713568,-6.497699847091896,-1.9383071123595832,10.14985176837892,5.470214652772347,1.1170858580318648
-6.7973432018758455,-5.814629218210595,-2.581207744633084,10.017819026090343,4.91033566200794,1.9229315744915951
-5.31410316191693,-6.945859854348934,-3.6155325970587775,7.818079504117651,3.572258406845507,1.8307901989194384
-7.326060805701799,-6.686019600377639,-2.300334028047995,7.054616004318546,3.993305951985575,0.891621680326337
-6.093827032500438,-6.454652031490982,-1.555195859559548,9.66567737950412,4.929653693124514,4.048570482586171
-6.612576925282012,-5.99047879765251,-1.6966718006585522,10.370526156769143,5.698303323077689,0.2144301975176177
-6.929090900803703,-6.205290101109343,-3.4997339481834384,8.44798839859555,3.24131126240896,2.536138920631303
-5.895304792674686,-7.094098437501455,-3.837383671951181,9.211147364067443,5.216435799283868,2.284419838484268
-7.3972384901874415,-6.6563216416370485,-1.2037188158984211,9.03528996983108,5.034330978606398,1.552185203120469
-8.720501422482915,-8.159686560011648,-2.728869510890262,9.371398699710069,4.384901618807247,3.477162672523421
-7.711982764255499,-6.408694036889543,-1.7181656760097033,8.104898673403582,4.607125566012103,1.429744912806967
-6.361968170682147,-7.605853406429411,-0.3652535337274245,9.648205150516333,5.01102470959941,1.3691844972249114
-6.969362885438497,-5.439992377826474,-3.110904235282147,10.86656431270726,4.400930789361691,1.065606021899134
-8.224077702185546,-7.798761539760145,-3.5220287433871738,9.328533460793595,3.81765844066167,2.2168568954326444
-7.396915641251642,-5.470762153090367,-2.409546257965109,8.510810474082122,3.033432515970529,2.176633319807955
-6.783506414210287,-7.342384881980989,-1.9941623558440904,9.52807207911053,3.65027401596952,1.847382763841084
-7.990203036617099,-5.127839149852324,-2.4393955380627315,8.628972531336562,6.2848465497293855,1.7241336443843536
-7.331933510400347,-9.303988919904905,-3.239564254769886,9.230744717780295,4.527550786537272,1.752200084407509
-6.751522776240481,-7.5611612507508275,-1.6956804056830803,7.7834218117643665,5.351493714316991,0.8485275921028628
-7.55601949321054,-5.079169160365131,-2.096266168777126,8.450561575394346,3.927033053550937,2.079599911632629
-6.553494168909152,-8.131223169661249,-3.3559913411211557,7.499438903512457,4.981634812005261,3.849340523156618
-8.463530014636994,-6.11969493713165,-1.885077806000595,9.642631637462602,4.919847462547922,0.8476806366423555
-8.40515236207601,-7.572017663157191,-1.3663748085377296,9.766219160885097,3.9880427284259423,2.020568355257146
-7.434826717844468,-4.9989525238353565,-2.147561598005116,8.369166373593197,4.390914687749028,2.9447406348950875
-6.234143010010195,-4.716854869970486,-3.515215004552452,7.80009751541059,5.278471295005476,0.3116496216717721
-6.688528123131367,-6.833673045119798,-1.68713746305826,10.911079110852269,4.688400464172928,1.1422195675296942
-7.32581062436605,-8.769650324221477,-3.490706274100701,9.476389602461593,4.525338990975484,3.2109859959141938
-6.038983642162546,-7.532733572578337,-2.147802017544336,10.55232269466429,4.875493394336667,2.7440348778276986
-6.914615681648232,-5.109308957640437,-2.3956802778015023,9.676416802719368,5.807660897887908,2.227590527241945
-6.439612741097938,-7.382163817628558,-0.923180806907398,7.776470629371472,4.066216829347865,1.42631074270034
-8.327641091567514,-9.078915549896028,-2.45098890460675,7.871315830367698,3.8494043807827896,2.444638041076728
-7.314123418583586,-7.189281716744586,-3.2245013323127183,9.693883877132995,4.086229530880919,0.7752917913518835
-8.101755000043216,-6.1671111631035584,-4.534340209710358,9.20074044296775,5.169683014143384,3.4147383045986324
-7.846603334280483,-6.927820949417926,-3.436128094630833,8.954760772136522,4.726468623701002,1.8174924485486528
-6.590458547243452,-4.424809453365052,-2.035959998479205,8.94145721554145,4.972192848207693,1.2246831473841784
-6.657493419517557,-7.358858214939424,-1.3460338708977906,9.024519189217909,4.532848476273544,0.937927361521358
-6.450008972018685,-6.672421906112835,-3.3381926339748222,8.454105088001352,2.861158587323823,3.4692139954299157
-6.713174982938214,-6.387658329267797,-3.3346948198452617,8.692900286545328,3.6277744609679337,0.3183130120749626
-7.119952589309405,-7.254930400825544,-3.038957826819789,9.527553561311676,4.063107505659769,2.728560909766488
-5.332121989821209,-5.084231920180425,-2.543909392757993,7.845608090578789,3.880746174674403,2.1235634704169395
